territory,date,cases,deaths,weekTestRate,weekPosRate,cases2w,alarm
France,2020-08-18,4.8927,0.0198,1136.3167,0.0306,100.1082,1
France,2020-08-19,5.2427,0.0210,1136.3167,0.0306,105.1198,1
France,2020-08-20,5.4313,0.0196,1136.3167,0.0306,108.8093,1
France,2020-08-21,5.8272,0.0195,1136.3167,0.0306,115.5961,1
France,2020-08-22,6.1691,0.0196,1387.9465,0.0385,123.2473,1
France,2020-08-23,6.4418,0.0194,1387.9465,0.0385,126.6089,1
France,2020-08-24,6.5374,0.0201,1387.9465,0.0385,130.0850,1
France,2020-08-25,6.8638,0.0219,1387.9465,0.0385,135.0951,1
France,2020-08-26,7.2916,0.0234,1387.9465,0.0385,139.9629,1
France,2020-08-27,7.5405,0.0236,1387.9465,0.0385,145.7337,1
France,2020-08-28,7.9400,0.0269,1387.9465,0.0385,148.8681,1
France,2020-08-29,8.3409,0.0269,1499.4248,0.0466,156.7667,2
France,2020-08-30,8.5660,0.0263,1499.4248,0.0466,159.5036,2
France,2020-08-31,8.7312,0.0271,1499.4248,0.0466,164.2601,2
France,2020-09-01,8.9578,0.0294,1499.4248,0.0466,168.6980,2
France,2020-09-02,9.2954,0.0317,1499.4248,0.0466,172.9767,2
France,2020-09-03,9.7992,0.0332,1499.4248,0.0466,178.2898,2
France,2020-09-04,10.3468,0.0398,1499.4248,0.0466,184.8461,2
France,2020-09-05,10.8317,0.0402,1778.7367,0.0489,192.4973,2
France,2020-09-06,11.1708,0.0402,1778.7367,0.0489,199.4526,2
France,2020-09-07,11.1564,0.0417,1778.7367,0.0489,199.5995,2
France,2020-09-08,11.4760,0.0451,1778.7367,0.0489,204.9559,2
France,2020-09-09,11.8838,0.0472,1778.7367,0.0489,211.9066,2
France,2020-09-10,12.5891,0.0490,1778.7367,0.0489,221.5757,2
France,2020-09-11,13.2123,0.0557,1778.7367,0.0489,231.4582,2
France,2020-09-12,13.6604,0.0577,1802.4370,0.0586,237.4130,2
France,2020-09-13,13.9104,0.0574,1802.4370,0.0586,243.5055,2
France,2020-09-14,13.7453,0.0605,1802.4370,0.0586,240.2768,2
France,2020-09-15,13.8749,0.0644,1802.4370,0.0586,240.5845,2
France,2020-09-16,14.2456,0.0673,1802.4370,0.0586,245.3178,2
France,2020-09-17,14.7887,0.0690,1802.4370,0.0586,250.5397,2
France,2020-09-18,15.1462,0.0745,1802.4370,0.0586,248.8897,2
France,2020-09-19,15.6427,0.0754,1465.3549,0.0900,254.2616,2
France,2020-09-20,15.9115,0.0770,1465.3549,0.0900,255.7708,2
France,2020-09-21,15.7184,0.0805,1465.3549,0.0900,257.0172,2
France,2020-09-22,15.8151,0.0832,1465.3549,0.0900,257.7609,2
France,2020-09-23,16.3975,0.0870,1465.3549,0.0900,266.5347,2
France,2020-09-24,17.0921,0.0895,1465.3549,0.0900,269.6784,2
France,2020-09-25,17.7802,0.0931,1465.3549,0.0900,276.7017,2
France,2020-09-26,18.6940,0.0943,1336.2703,0.0916,296.0059,2
France,2020-09-27,19.0062,0.0956,1336.2703,0.0916,303.7034,2
France,2020-09-28,18.9612,0.0964,1336.2703,0.0916,310.5613,2
France,2020-09-29,19.0825,0.1009,1336.2703,0.0916,318.2032,2
France,2020-09-30,19.8511,0.1058,1336.2703,0.0916,333.2735,2
France,2020-10-01,21.0713,0.1085,1336.2703,0.0916,359.0212,2
France,2020-10-02,21.9310,0.1149,1336.2703,0.0916,379.0274,2
France,2020-10-03,23.0605,0.1171,1539.6351,0.1127,402.9256,2
France,2020-10-04,24.0204,0.1188,1539.6351,0.1127,429.6645,2
France,2020-10-05,24.0218,0.1184,1539.6351,0.1127,442.2499,2
France,2020-10-06,24.3694,0.1302,1539.6351,0.1127,457.6805,2
France,2020-10-07,25.1230,0.1378,1539.6351,0.1127,469.9428,2
France,2020-10-08,26.9847,0.1433,1539.6351,0.1127,506.2703,2
France,2020-10-09,28.5821,0.1542,1539.6351,0.1127,539.8144,2
France,2020-10-10,32.7901,0.1647,1909.6768,0.1201,648.8851,2
France,2020-10-11,33.3226,0.1749,1909.6768,0.1201,665.3843,2
France,2020-10-12,33.6191,0.1730,1909.6768,0.1201,665.3843,2
France,2020-10-13,34.0099,0.1769,1909.6768,0.1201,665.3843,2
France,2020-10-14,34.6103,0.1817,1909.6768,0.1201,665.3843,2
France,2020-10-15,35.6590,0.1838,1909.6768,0.1201,665.3843,2
France,2020-10-16,36.5517,0.1859,1909.6768,0.1201,665.3843,2
France,2020-10-17,37.2193,0.1894,0.0000,,665.3843,-1
France,2020-10-18,37.8700,0.1932,0.0000,,665.3843,-1
France,2020-10-19,38.6998,0.1925,0.0000,,665.3843,-1
France,2020-10-20,39.2660,0.1982,0.0000,,665.3843,-1
France,2020-10-21,40.2121,0.2053,0.0000,,665.3843,-1
France,2020-10-22,41.8281,0.2102,0.0000,,665.3843,-1
France,2020-10-23,43.1759,0.2159,0.0000,,665.3843,-1
France,2020-10-24,43.9641,0.2210,0.0000,,665.3843,-1
France,2020-10-26,44.9013,0.2271,0.0000,,665.3843,-1
France,2020-10-27,45.7419,0.2308,0.0000,,665.3843,-1
Germany,2020-02-06,0.0006,0.0000,0.0000,,0.0037,-1
Germany,2020-02-07,0.0006,0.0000,0.0000,,0.0025,-1
Germany,2020-02-08,0.0006,0.0000,0.0000,,0.0025,-1
Germany,2020-02-09,0.0006,0.0000,0.0000,,0.0025,-1
Germany,2020-02-10,0.0006,0.0000,0.0000,,0.0025,-1
Germany,2020-02-11,0.0007,0.0000,0.0000,,0.0025,-1
Germany,2020-02-12,0.0008,0.0000,0.0000,,0.0074,-1
Germany,2020-02-13,0.0018,0.0000,0.0000,,0.0397,-1
Germany,2020-02-14,0.0021,0.0000,0.0000,,0.0521,-1
Germany,2020-02-15,0.0043,0.0000,0.0000,,0.1190,-1
Germany,2020-02-16,0.0050,0.0000,0.0000,,0.1413,-1
Germany,2020-02-17,0.0060,0.0000,0.0000,,0.1760,-1
Germany,2020-02-18,0.0075,0.0000,0.0000,,0.2243,-1
Germany,2020-02-19,0.0101,0.0000,0.0000,,0.3061,-1
Germany,2020-02-20,0.0156,0.0000,0.0000,,0.4772,-1
Germany,2020-02-21,0.0269,0.0000,0.0000,,0.8292,-1
Germany,2020-02-22,0.0334,0.0000,0.0000,,1.0312,-1
Germany,2020-02-23,0.0356,0.0000,0.0000,,1.0994,-1
Germany,2020-02-24,0.0450,0.0001,0.0000,,1.3932,-1
Germany,2020-02-25,0.0513,0.0001,0.0000,,1.5853,-1
Germany,2020-02-26,0.0621,0.0001,0.0000,,1.9162,-1
Germany,2020-02-27,0.0942,0.0002,0.0000,,2.8780,-1
Germany,2020-02-28,0.1218,0.0002,0.0000,,3.7246,-1
Germany,2020-02-29,0.1511,0.0003,0.0000,,4.5662,-1
Germany,2020-03-01,0.1928,0.0005,154.5811,0.0059,5.8366,-1
Germany,2020-03-02,0.2398,0.0005,154.5811,0.0059,7.2571,-1
Germany,2020-03-03,0.2855,0.0005,154.5811,0.0059,8.6267,-1
Germany,2020-03-04,0.3272,0.0005,154.5811,0.0059,9.8364,-1
Germany,2020-03-05,0.5647,0.0017,154.5811,0.0059,17.0278,-1
Germany,2020-03-06,0.7266,0.0018,154.5811,0.0059,21.6943,-1
Germany,2020-03-07,0.8575,0.0027,154.5811,0.0059,25.5528,-1
Germany,2020-03-08,0.9899,0.0038,157.9784,0.0231,29.5885,-1
Germany,2020-03-09,1.1674,0.0050,157.9784,0.0231,34.7955,-1
Germany,2020-03-10,1.2610,0.0060,157.9784,0.0231,37.5037,-1
Germany,2020-03-11,1.4591,0.0079,157.9784,0.0231,43.3081,-1
Germany,2020-03-12,1.6902,0.0101,157.9784,0.0231,49.4782,-1
Germany,2020-03-13,1.9418,0.0130,157.9784,0.0231,56.4204,-1
Germany,2020-03-14,2.1001,0.0156,157.9784,0.0231,60.4264,-1
Germany,2020-03-15,2.0991,0.0156,432.1009,0.0507,59.1336,2
Germany,2020-03-16,2.2887,0.0182,432.1009,0.0507,63.5672,2
Germany,2020-03-17,2.4710,0.0233,432.1009,0.0507,67.8694,2
Germany,2020-03-18,2.6883,0.0293,432.1009,0.0507,73.3366,2
Germany,2020-03-19,2.9333,0.0349,432.1009,0.0507,73.6044,2
Germany,2020-03-20,3.1786,0.0407,432.1009,0.0507,76.2382,2
Germany,2020-03-21,3.4192,0.0463,432.1009,0.0507,79.7162,2
Germany,2020-03-22,3.6510,0.0537,448.0850,0.0860,82.9698,2
Germany,2020-03-23,3.7866,0.0573,448.0850,0.0860,82.0265,2
Germany,2020-03-24,3.9334,0.0643,448.0850,0.0860,83.8758,2
Germany,2020-03-25,4.0913,0.0744,448.0850,0.0860,82.6971,2
Germany,2020-03-26,4.2807,0.0842,448.0850,0.0860,81.6981,2
Germany,2020-03-27,4.4872,0.0948,448.0850,0.0860,80.4945,2
Germany,2020-03-28,4.6416,0.1016,448.0850,0.0860,80.7028,2
Germany,2020-03-29,4.7224,0.1067,506.1329,0.0959,84.1993,2
Germany,2020-03-29,4.7961,0.1117,506.1329,0.0959,81.4551,2
Germany,2020-03-30,4.8500,0.1184,506.1329,0.0959,78.3156,2
Germany,2020-03-31,4.9077,0.1296,506.1329,0.0959,74.6381,2
Germany,2020-04-01,4.9754,0.1422,506.1329,0.0959,70.5602,2
Germany,2020-04-02,5.0648,0.1541,506.1329,0.0959,67.0972,2
Germany,2020-04-03,5.1674,0.1638,506.1329,0.0959,64.0320,2
Germany,2020-04-04,5.0282,0.1700,471.2407,0.0757,59.7211,2
Germany,2020-04-05,4.9373,0.1743,471.2407,0.0757,57.3637,2
Germany,2020-04-06,4.8777,0.1812,471.2407,0.0757,54.8240,2
Germany,2020-04-07,4.8347,0.1913,471.2407,0.0757,52.6351,2
Germany,2020-04-08,4.7513,0.1986,471.2407,0.0757,49.3852,1
Germany,2020-04-09,4.7511,0.2068,471.2407,0.0757,45.6842,1
Germany,2020-04-10,4.6352,0.2120,471.2407,0.0757,43.1086,1
Germany,2020-04-11,4.4735,0.2154,411.3808,0.0585,41.7650,1
Germany,2020-04-12,4.2626,0.2169,411.3808,0.0585,39.8823,1
Germany,2020-04-13,4.1498,0.2209,411.3808,0.0585,38.7196,1
Germany,2020-04-14,4.2019,0.2289,411.3808,0.0585,37.2546,1
Germany,2020-04-15,4.0711,0.2332,411.3808,0.0585,35.5342,1
Germany,2020-04-16,3.9521,0.2358,411.3808,0.0585,33.3763,1
Germany,2020-04-17,3.7719,0.2336,411.3808,0.0585,30.0744,1
Germany,2020-04-18,3.5574,0.2310,451.0288,0.0392,28.0107,1
Germany,2020-04-19,3.3377,0.2269,451.0288,0.0392,26.6522,1
Germany,2020-04-20,3.1219,0.2268,451.0288,0.0392,25.2888,1
Germany,2020-04-21,2.9225,0.2261,451.0288,0.0392,23.6899,0
Germany,2020-04-22,2.8268,0.2273,451.0288,0.0392,22.3661,0
Germany,2020-04-23,2.7218,0.2263,451.0288,0.0392,20.9680,0
Germany,2020-04-24,2.6118,0.2202,451.0288,0.0392,19.9715,0
Germany,2020-04-25,2.4396,0.2114,405.0421,0.0255,18.6453,0
Germany,2020-04-26,2.2410,0.2017,405.0421,0.0255,17.8260,0
Germany,2020-04-27,2.1131,0.1995,405.0421,0.0255,17.5645,0
Germany,2020-04-28,2.0322,0.1984,405.0421,0.0255,16.9373,0
Germany,2020-04-29,1.9681,0.1969,405.0421,0.0255,16.2618,0
Germany,2020-04-30,1.9213,0.1941,405.0421,0.0255,15.3619,0
Germany,2020-05-01,1.8467,0.1850,405.0421,0.0255,14.9591,0
Germany,2020-05-02,1.7554,0.1737,500.5887,0.0166,14.6988,0
Germany,2020-05-03,1.6340,0.1626,500.5887,0.0166,14.2811,0
Germany,2020-05-04,1.5102,0.1558,500.5887,0.0166,14.0679,0
Germany,2020-05-05,1.4438,0.1518,500.5887,0.0166,13.8820,0
Germany,2020-05-06,1.4026,0.1497,500.5887,0.0166,13.2139,0
Germany,2020-05-07,1.3496,0.1430,500.5887,0.0166,12.2856,0
Germany,2020-05-08,1.2857,0.1334,500.5887,0.0166,11.5258,0
Germany,2020-05-09,1.2089,0.1261,536.2742,0.0119,11.2333,0
Germany,2020-05-10,1.1270,0.1174,536.2742,0.0119,11.1490,0
Germany,2020-05-11,1.0621,0.1120,536.2742,0.0119,10.5280,0
Germany,2020-05-12,1.0071,0.1083,536.2742,0.0119,9.9876,0
Germany,2020-05-13,0.9805,0.1064,536.2742,0.0119,9.2687,0
Germany,2020-05-14,0.9644,0.1014,536.2742,0.0119,9.0555,0
Germany,2020-05-15,0.9418,0.0949,536.2742,0.0119,9.2018,0
Germany,2020-05-16,0.8941,0.0884,438.1098,0.0111,8.8337,0
Germany,2020-05-17,0.8419,0.0812,438.1098,0.0111,8.8225,0
Germany,2020-05-18,0.8126,0.0778,438.1098,0.0111,8.4507,0
Germany,2020-05-19,0.7946,0.0760,438.1098,0.0111,7.8867,0
Germany,2020-05-20,0.7832,0.0755,438.1098,0.0111,7.4517,0
Germany,2020-05-21,0.7761,0.0712,438.1098,0.0111,7.5099,0
Germany,2020-05-22,0.7545,0.0660,438.1098,0.0111,7.2236,0
Germany,2020-05-23,0.7152,0.0619,502.3166,0.0079,7.0625,0
Germany,2020-05-24,0.6754,0.0563,502.3166,0.0079,6.9695,0
Germany,2020-05-25,0.6394,0.0537,502.3166,0.0079,6.8679,0
Germany,2020-05-26,0.6254,0.0533,502.3166,0.0079,6.8133,0
Germany,2020-05-27,0.6334,0.0535,502.3166,0.0079,7.0637,0
Germany,2020-05-28,0.6064,0.0492,502.3166,0.0079,6.4650,0
Germany,2020-05-29,0.5884,0.0459,502.3166,0.0079,5.9817,0
Germany,2020-05-30,0.5610,0.0425,422.6401,0.0073,5.9333,0
Germany,2020-05-31,0.5321,0.0387,422.6401,0.0073,5.7586,0
Germany,2020-06-01,0.5225,0.0367,422.6401,0.0073,5.9631,0
Germany,2020-06-02,0.5129,0.0366,422.6401,0.0073,5.9668,0
Germany,2020-06-03,0.5225,0.0368,422.6401,0.0073,6.1973,0
Germany,2020-06-04,0.5327,0.0346,422.6401,0.0073,6.5233,0
Germany,2020-06-05,0.5249,0.0317,422.6401,0.0073,6.7638,0
Germany,2020-06-06,0.5226,0.0294,405.5478,0.0070,7.2422,0
Germany,2020-06-07,0.5257,0.0284,405.5478,0.0070,7.6425,0
Germany,2020-06-08,0.5203,0.0271,405.5478,0.0070,7.8322,0
Germany,2020-06-09,0.5265,0.0267,405.5478,0.0070,8.1656,0
Germany,2020-06-10,0.5401,0.0268,405.5478,0.0070,8.2586,0
Germany,2020-06-11,0.5419,0.0258,405.5478,0.0070,8.5300,0
Germany,2020-06-12,0.5549,0.0242,405.5478,0.0070,8.9502,0
Germany,2020-06-13,0.5510,0.0218,481.1440,0.0092,8.9613,0
Germany,2020-06-14,0.5319,0.0204,481.1440,0.0092,9.0481,0
Germany,2020-06-15,0.5223,0.0194,481.1440,0.0092,9.1968,0
Germany,2020-06-16,0.5295,0.0194,481.1440,0.0092,9.3468,0
Germany,2020-06-17,0.5363,0.0193,481.1440,0.0092,9.2514,0
Germany,2020-06-18,0.5456,0.0192,481.1440,0.0092,8.8498,0
Germany,2020-06-19,0.5488,0.0184,481.1440,0.0092,8.6279,0
Germany,2020-06-20,0.5426,0.0172,579.3418,0.0079,8.0726,0
Germany,2020-06-21,0.5311,0.0161,579.3418,0.0079,7.6785,0
Germany,2020-06-22,0.5304,0.0151,579.3418,0.0079,7.5384,0
Germany,2020-06-23,0.5342,0.0147,579.3418,0.0079,7.3029,0
Germany,2020-06-24,0.5434,0.0150,579.3418,0.0079,7.0699,0
Germany,2020-06-25,0.5452,0.0137,579.3418,0.0079,6.9683,0
Germany,2020-06-26,0.5476,0.0132,579.3418,0.0079,6.5853,0
Germany,2020-06-27,0.5353,0.0123,629.2303,0.0056,6.5754,0
Germany,2020-06-28,0.5313,0.0120,629.2303,0.0056,6.4477,0
Germany,2020-06-29,0.5339,0.0115,629.2303,0.0056,6.3411,0
Germany,2020-06-30,0.5380,0.0114,629.2303,0.0056,6.1986,0
Germany,2020-07-01,0.5517,0.0115,629.2303,0.0056,6.2370,0
Germany,2020-07-02,0.5599,0.0113,629.2303,0.0056,6.4068,0
Germany,2020-07-03,0.5673,0.0101,629.2303,0.0056,6.5394,0
Germany,2020-07-04,0.5522,0.0091,632.8099,0.0048,6.4936,0
Germany,2020-07-05,0.5313,0.0086,632.8099,0.0048,6.5307,0
Germany,2020-07-06,0.5282,0.0083,632.8099,0.0048,6.6943,0
Germany,2020-07-07,0.5189,0.0085,632.8099,0.0048,6.7650,0
Germany,2020-07-08,0.5201,0.0086,632.8099,0.0048,6.9224,0
Germany,2020-07-09,0.5326,0.0086,632.8099,0.0048,7.4430,0
Germany,2020-07-10,0.5404,0.0082,632.8099,0.0048,7.9425,0
Germany,2020-07-11,0.5274,0.0076,667.7008,0.0051,8.0131,0
Germany,2020-07-12,0.5219,0.0068,667.7008,0.0051,8.2375,0
Germany,2020-07-13,0.5197,0.0067,667.7008,0.0051,8.5114,0
Germany,2020-07-14,0.5368,0.0068,667.7008,0.0051,8.9241,0
Germany,2020-07-15,0.5624,0.0069,667.7008,0.0051,9.3803,0
Germany,2020-07-16,0.5773,0.0067,667.7008,0.0051,9.7360,0
Germany,2020-07-17,0.5969,0.0062,667.7008,0.0051,10.2640,0
Germany,2020-07-18,0.5863,0.0059,712.5471,0.0064,10.3111,0
Germany,2020-07-19,0.5889,0.0058,712.5471,0.0064,10.6334,0
Germany,2020-07-20,0.6071,0.0058,712.5471,0.0064,11.0759,0
Germany,2020-07-21,0.6272,0.0062,712.5471,0.0064,11.4316,0
Germany,2020-07-22,0.6602,0.0064,712.5471,0.0064,12.0216,0
Germany,2020-07-23,0.6905,0.0064,712.5471,0.0064,12.4331,0
Germany,2020-07-24,0.7195,0.0064,712.5471,0.0064,12.8557,0
Germany,2020-07-25,0.7240,0.0059,727.0947,0.0079,13.1656,0
Germany,2020-07-26,0.7256,0.0057,727.0947,0.0079,13.2846,0
Germany,2020-07-27,0.7492,0.0056,727.0947,0.0079,13.6973,0
Germany,2020-07-28,0.7883,0.0058,727.0947,0.0079,14.3691,0
Germany,2020-07-29,0.8397,0.0059,727.0947,0.0079,15.0421,0
Germany,2020-07-30,0.8811,0.0063,727.0947,0.0079,15.7598,0
Germany,2020-07-31,0.9237,0.0064,727.0947,0.0079,16.3299,0
Germany,2020-08-01,0.9273,0.0061,888.4085,0.0084,16.8071,0
Germany,2020-08-02,0.9264,0.0060,888.4085,0.0084,16.8716,0
Germany,2020-08-03,0.9609,0.0061,888.4085,0.0084,17.5050,0
Germany,2020-08-04,1.0132,0.0064,888.4085,0.0084,18.4581,0
Germany,2020-08-05,1.0715,0.0067,888.4085,0.0084,19.2786,0
Germany,2020-08-06,1.1076,0.0068,888.4085,0.0084,19.6257,0
Germany,2020-08-07,1.1708,0.0069,888.4085,0.0084,20.7561,0
Germany,2020-08-08,1.1793,0.0067,1035.4289,0.0091,21.0374,0
Germany,2020-08-09,1.1752,0.0064,1035.4289,0.0091,21.3783,0
Germany,2020-08-10,1.1950,0.0064,1035.4289,0.0091,21.7650,0
Germany,2020-08-11,1.2459,0.0065,1035.4289,0.0091,22.1988,0
Germany,2020-08-12,1.2925,0.0067,1035.4289,0.0091,22.2757,0
Germany,2020-08-13,1.3300,0.0066,1035.4289,0.0091,22.4269,0
Germany,2020-08-14,1.3618,0.0064,1035.4289,0.0091,22.5062,0
Germany,2020-08-15,1.3571,0.0064,1344.1324,0.0087,22.7045,0
Germany,2020-08-16,1.3467,0.0063,1344.1324,0.0087,22.7652,0
Germany,2020-08-17,1.3573,0.0064,1344.1324,0.0087,22.5521,0
Germany,2020-08-18,1.3979,0.0069,1344.1324,0.0087,22.2372,0
Germany,2020-08-19,1.4299,0.0069,1344.1324,0.0087,21.7464,0
Germany,2020-08-20,1.4529,0.0066,1344.1324,0.0087,21.7786,0
Germany,2020-08-21,1.4784,0.0062,1344.1324,0.0087,20.9655,0
Germany,2020-08-22,1.4761,0.0060,1389.2947,0.0079,21.2209,0
Germany,2020-08-23,1.4628,0.0057,1389.2947,0.0079,21.3485,0
Germany,2020-08-24,1.4778,0.0054,1389.2947,0.0079,21.6225,0
Germany,2020-08-25,1.5027,0.0057,1389.2947,0.0079,21.1267,0
Germany,2020-08-26,1.5609,0.0058,1389.2947,0.0079,21.6039,0
Germany,2020-08-27,1.5816,0.0056,1389.2947,0.0079,21.4960,0
Germany,2020-08-28,1.5977,0.0056,1389.2947,0.0079,21.6832,0
Germany,2020-08-29,1.5779,0.0055,1317.0315,0.0077,21.8852,0
Germany,2020-08-30,1.5570,0.0050,1317.0315,0.0077,22.2781,0
Germany,2020-08-31,1.5567,0.0052,1317.0315,0.0077,22.5124,0
Germany,2020-09-01,1.6077,0.0055,1317.0315,0.0077,23.3118,0
Germany,2020-09-02,1.6730,0.0056,1317.0315,0.0077,24.4063,0
Germany,2020-09-03,1.6940,0.0057,1317.0315,0.0077,24.9802,0
Germany,2020-09-04,1.7255,0.0056,1317.0315,0.0077,26.1192,1
Germany,2020-09-05,1.7110,0.0053,1443.8919,0.0081,26.5617,1
Germany,2020-09-06,1.6908,0.0050,1443.8919,0.0081,26.6956,1
Germany,2020-09-07,1.6823,0.0052,1443.8919,0.0081,27.0947,1
Germany,2020-09-08,1.7218,0.0056,1443.8919,0.0081,27.8297,1
Germany,2020-09-09,1.7790,0.0062,1443.8919,0.0081,28.1408,1
Germany,2020-09-10,1.8140,0.0066,1443.8919,0.0081,28.9700,1
Germany,2020-09-11,1.8512,0.0069,1443.8919,0.0081,30.0570,1
Germany,2020-09-12,1.8474,0.0069,1420.6656,0.0105,30.6296,1
Germany,2020-09-13,1.8322,0.0069,1420.6656,0.0105,30.9581,1
Germany,2020-09-14,1.8566,0.0073,1420.6656,0.0105,31.8034,1
Germany,2020-09-15,1.8971,0.0077,1420.6656,0.0105,31.6758,1
Germany,2020-09-16,1.9728,0.0081,1420.6656,0.0105,32.0588,1
Germany,2020-09-17,2.0310,0.0082,1420.6656,0.0105,32.9970,1
Germany,2020-09-18,2.0832,0.0086,1420.6656,0.0105,33.3267,1
Germany,2020-09-19,2.1219,0.0083,1431.9943,0.0110,34.4844,1
Germany,2020-09-20,2.1191,0.0085,1431.9943,0.0110,35.0545,1
Germany,2020-09-21,2.1695,0.0089,1431.9943,0.0110,36.0684,1
Germany,2020-09-22,2.2431,0.0095,1431.9943,0.0110,37.3810,1
Germany,2020-09-23,2.3728,0.0101,1431.9943,0.0110,39.7546,1
Germany,2020-09-24,2.4934,0.0104,1431.9943,0.0110,42.6834,1
Germany,2020-09-25,2.6351,0.0106,1431.9943,0.0110,45.4276,1
Germany,2020-09-26,2.6988,0.0110,1364.7496,0.0137,47.9970,1
Germany,2020-09-27,2.7381,0.0112,1364.7496,0.0137,49.5773,1
Germany,2020-09-28,2.8377,0.0115,1364.7496,0.0137,52.0972,1
Germany,2020-09-29,3.0050,0.0131,1364.7496,0.0137,56.2295,1
Germany,2020-09-30,3.2333,0.0144,1364.7496,0.0137,61.3547,1
Germany,2020-10-01,3.4703,0.0149,1364.7496,0.0137,67.1319,1
Germany,2020-10-02,3.7074,0.0160,1364.7496,0.0137,73.6601,1
Germany,2020-10-03,3.8430,0.0162,1470.2603,0.0199,77.7603,1
Germany,2020-10-04,3.9393,0.0164,1470.2603,0.0199,81.4080,1
Germany,2020-10-05,4.1221,0.0181,1470.2603,0.0199,86.6497,1
Germany,2020-10-06,4.3720,0.0196,1470.2603,0.0199,92.5583,1
Germany,2020-10-07,4.7864,0.0208,1470.2603,0.0199,101.5183,1
Germany,2020-10-08,5.1631,0.0223,1470.2603,0.0199,109.8550,1
Germany,2020-10-09,5.6807,0.0237,1470.2603,0.0199,122.2410,1
Germany,2020-10-10,6.3891,0.0251,1481.9794,0.0327,142.5409,1
Germany,2020-10-11,6.7592,0.0262,1481.9794,0.0327,153.6242,2
Germany,2020-10-12,6.8809,0.0267,1481.9794,0.0327,153.6242,2
Germany,2020-10-13,7.0579,0.0274,1481.9794,0.0327,153.6242,2
Germany,2020-10-14,7.2572,0.0282,1481.9794,0.0327,153.6242,2
Germany,2020-10-15,7.4301,0.0288,1481.9794,0.0327,153.6242,2
Germany,2020-10-16,7.6301,0.0291,1481.9794,0.0327,153.6242,2
Germany,2020-10-17,7.8113,0.0296,1481.9794,0.0562,153.6242,2
Germany,2020-10-18,7.9987,0.0305,1481.9794,0.0562,153.6242,2
Germany,2020-10-19,8.2083,0.0308,1481.9794,0.0562,153.6242,2
Germany,2020-10-20,8.4530,0.0321,1481.9794,0.0562,153.6242,2
Germany,2020-10-21,8.7740,0.0333,1481.9794,0.0562,153.6242,2
Germany,2020-10-22,9.0491,0.0342,1481.9794,0.0562,153.6242,2
Germany,2020-10-23,9.3409,0.0350,1481.9794,0.0562,153.6242,2
Germany,2020-10-24,9.5804,0.0358,0.0000,,153.6242,-1
Germany,2020-10-26,9.8147,0.0371,0.0000,,153.6242,-1
Germany,2020-10-27,10.0624,0.0383,0.0000,,153.6242,-1
Italy,2020-02-06,0.0002,0.0000,0.0000,,0.0000,-1
Italy,2020-02-07,0.0009,0.0000,0.0000,,0.0234,-1
Italy,2020-02-08,0.0043,0.0001,0.0000,,0.1271,-1
Italy,2020-02-09,0.0071,0.0001,0.0000,,0.2157,-1
Italy,2020-02-10,0.0124,0.0003,0.0000,,0.3779,-1
Italy,2020-02-11,0.0174,0.0006,0.0000,,0.5334,-1
Italy,2020-02-12,0.0216,0.0006,0.0000,,0.6639,-1
Italy,2020-02-13,0.0351,0.0009,0.0000,,1.0819,-1
Italy,2020-02-14,0.0479,0.0011,0.0000,,1.4799,-1
Italy,2020-02-15,0.0608,0.0016,0.0000,,1.8813,-1
Italy,2020-02-16,0.0909,0.0019,0.0000,,2.8194,-1
Italy,2020-02-17,0.1097,0.0028,0.0000,,3.3997,-1
Italy,2020-02-18,0.1348,0.0043,0.0000,,4.1789,-1
Italy,2020-02-19,0.1665,0.0058,0.0000,,5.1605,-1
Italy,2020-02-20,0.2080,0.0080,0.0000,,6.4465,-1
Italy,2020-02-21,0.2499,0.0106,0.0000,,7.7241,-1
Italy,2020-02-22,0.3172,0.0126,0.0000,,9.7057,-1
Italy,2020-02-23,0.3977,0.0197,34.2090,0.0513,12.1120,-1
Italy,2020-02-24,0.4946,0.0250,34.2090,0.0513,14.9548,-1
Italy,2020-02-25,0.5473,0.0340,34.2090,0.0513,16.4331,-1
Italy,2020-02-26,0.6721,0.0446,34.2090,0.0513,20.1706,-1
Italy,2020-02-27,0.8151,0.0548,34.2090,0.0513,24.1856,-1
Italy,2020-02-28,0.9525,0.0684,34.2090,0.0513,28.0468,-1
Italy,2020-02-29,1.1411,0.0777,34.2090,0.0513,33.4933,-1
Italy,2020-03-01,1.2934,0.0977,48.7157,0.1632,37.2759,-1
Italy,2020-03-02,1.5092,0.1164,48.7157,0.1632,43.3846,-1
Italy,2020-03-03,1.6994,0.1351,48.7157,0.1632,48.5017,-1
Italy,2020-03-04,1.9263,0.1606,48.7157,0.1632,54.5552,-1
Italy,2020-03-05,2.2134,0.1838,48.7157,0.1632,62.1689,-1
Italy,2020-03-06,2.5363,0.2175,48.7157,0.1632,70.8779,-1
Italy,2020-03-07,2.8900,0.2604,48.7157,0.1632,79.7575,-1
Italy,2020-03-08,3.1899,0.2954,124.2542,0.2056,86.5602,-1
Italy,2020-03-09,3.4475,0.3278,124.2542,0.2056,91.5635,-1
Italy,2020-03-10,3.7273,0.3678,124.2542,0.2056,98.7074,-1
Italy,2020-03-11,4.0055,0.4047,124.2542,0.2056,103.5518,-1
