ccode,date,dayNum,caseRate,deathRate,fullVacPct,dosesPerPerson
LTU,2021-09-03,126,111963.736,1707.523,57.21,1.13
LTU,2021-09-10,133,113967.928,1730.572,58.48,1.15
LTU,2021-09-17,140,116620.109,1770.723,59.52,1.17
LTU,2021-09-24,147,119976.415,1816.078,60.45,1.19
LTU,2021-10-01,154,124054.691,1864.036,61.4,1.2
LTU,2021-10-08,161,129206.628,1925.378,62.26,1.22
LTU,2021-10-15,168,135185.374,1998.616,62.96,1.23
LTU,2021-10-22,175,142183.502,2071.11,63.55,1.25
LTU,2021-10-29,182,149840.773,2156.244,64.13,1.26
LTU,2021-11-05,189,156647.441,2248.071,64.54,1.28
LTU,2021-11-12,196,163344.067,2331.346,65.04,1.3
LTU,2021-11-19,203,168137.994,2401.982,65.58,1.33
LTU,2021-11-26,210,172708.488,2470.015,66.04,1.36
LTU,2021-12-03,217,177092.356,2529.87,66.59,1.4
LTU,2021-12-10,224,181404.474,2577.456,67.08,1.44
LTU,2021-12-17,231,185608.778,2628.016,67.5,1.47
LTU,2021-12-24,238,189413.806,2694.934,67.81,1.5
LTU,2021-12-31,245,193168.646,2746.238,68.11,1.54
LUX,2021-04-30,0,105865.655,1253.911,5.97,0.31
LUX,2021-05-07,7,107359.006,1261.787,5.97,0.37
LUX,2021-05-14,14,108570.384,1269.663,5.97,0.44
LUX,2021-05-21,21,109551.774,1275.964,5.97,0.5
LUX,2021-05-28,28,110000.725,1282.265,5.97,0.54
LUX,2021-06-04,35,110555.218,1288.566,5.97,0.6
LUX,2021-06-11,42,110908.077,1288.566,5.97,0.68
LUX,2021-06-18,49,111081.356,1288.566,5.97,0.75
LUX,2021-06-25,56,111213.678,1288.566,5.97,0.82
LUX,2021-07-02,63,111892.617,1288.566,5.97,0.9
LUX,2021-07-09,70,113434.801,1290.142,5.97,0.96
LUX,2021-07-16,77,114614.675,1291.717,5.97,1.02
LUX,2021-07-23,84,115643.322,1293.292,5.97,1.07
LUX,2021-07-30,91,116364.793,1294.867,5.97,1.11
LUX,2021-08-06,98,116982.297,1298.018,5.97,1.15
LUX,2021-08-13,105,117506.86,1304.319,5.97,1.17
LUX,2021-08-20,112,118121.213,1307.47,5.97,1.19
LUX,2021-08-27,119,118959.254,1307.47,5.97,1.2
LUX,2021-09-03,126,119880.784,1307.47,5.97,1.21
LUX,2021-09-10,133,120715.674,1313.771,5.97,1.22
LUX,2021-09-17,140,121593.097,1313.771,5.97,1.23
LUX,2021-09-24,147,122495.723,1315.346,5.97,1.23
LUX,2021-10-01,154,123384.172,1315.346,5.97,1.25
LUX,2021-10-08,161,124474.255,1316.921,5.97,1.26
LUX,2021-10-15,168,125580.091,1321.647,5.97,1.27
LUX,2021-10-22,175,126971.05,1326.373,5.97,1.28
LUX,2021-10-29,182,128672.336,1327.948,5.97,1.31
LUX,2021-11-05,189,130498.067,1337.4,5.97,1.33
LUX,2021-11-12,196,132712.889,1346.851,5.97,1.35
LUX,2021-11-19,203,135409.742,1357.878,5.97,1.38
LUX,2021-11-26,210,138793.41,1364.179,5.97,1.42
LUX,2021-12-03,217,142993.066,1386.233,67.69,1.47
LUX,2021-12-10,224,147175.393,1401.985,67.69,1.53
LUX,2021-12-17,231,151395.527,1414.588,67.69,1.59
LUX,2021-12-24,238,155924.413,1428.765,67.69,1.65
LUX,2021-12-31,245,163458.903,1441.367,67.69,1.7
MLT,2021-04-30,0,58694.052,800.233,20.74,0.65
MLT,2021-05-07,7,58965.317,807.983,22.9,0.72
MLT,2021-05-14,14,59046.696,807.983,26.54,0.8
MLT,2021-05-21,21,59091.261,807.983,32.78,0.89
MLT,2021-05-28,28,59147.452,811.858,39.29,0.99
MLT,2021-06-04,35,59211.393,811.858,44.68,1.06
MLT,2021-06-11,42,59250.145,811.858,49.62,1.13
MLT,2021-06-18,49,59267.584,813.796,54.78,1.2
MLT,2021-06-25,56,59296.648,813.796,59.6,1.26
MLT,2021-07-02,63,59354.776,813.796,64.45,1.32
MLT,2021-07-09,70,59777.175,813.796,67.65,1.36
MLT,2021-07-16,77,62137.183,813.796,68.96,1.4
MLT,2021-07-23,84,64658.012,813.796,71.42,1.44
MLT,2021-07-30,91,66268.165,819.609,73.81,1.47
MLT,2021-08-06,98,67266.034,821.546,76.46,1.5
MLT,2021-08-13,105,68188.336,831.234,78.32,1.52
MLT,2021-08-20,112,69081.573,842.86,79.23,1.53
MLT,2021-08-27,119,69734.548,850.61,79.79,1.54
MLT,2021-09-03,126,70459.213,854.486,80.14,1.55
MLT,2021-09-10,133,71059.872,864.174,80.62,1.56
MLT,2021-09-17,140,71550.087,877.737,81,1.57
MLT,2021-09-24,147,71809.727,885.487,81.36,1.58
MLT,2021-10-01,154,72007.363,887.425,81.46,1.59
MLT,2021-10-08,161,72286.379,889.363,82.05,1.62
MLT,2021-10-15,168,72538.268,889.363,82.32,1.65
MLT,2021-10-22,175,72724.278,889.363,82.58,1.68
MLT,2021-10-29,182,72888.975,893.238,82.94,1.7
MLT,2021-11-05,189,73266.809,895.175,83.22,1.72
MLT,2021-11-12,196,73855.842,895.175,83.4,1.75
MLT,2021-11-19,203,74652.199,897.113,83.56,1.79
MLT,2021-11-26,210,75696.57,906.801,83.69,1.83
MLT,2021-12-03,217,77128.463,906.801,83.83,1.88
MLT,2021-12-10,224,78196.086,910.676,84.04,1.91
MLT,2021-12-17,231,79984.499,912.614,84.19,1.95
MLT,2021-12-24,238,86729.316,916.489,84.32,2
MLT,2021-12-31,245,101672.157,922.302,84.46,2.08
NLD,2021-04-30,0,87263.367,1000.111,6.59,0.29
NLD,2021-05-07,7,90159.642,1008.38,7.36,0.33
NLD,2021-05-14,14,92677.476,1016.124,9.23,0.38
NLD,2021-05-21,21,94450.307,1021.656,11.25,0.44
NLD,2021-05-28,28,95715.367,1026.897,14.39,0.5
NLD,2021-06-04,35,96770.739,1030.333,17.99,0.56
NLD,2021-06-11,42,97420.768,1032.953,22.37,0.63
NLD,2021-06-18,49,97836.767,1033.885,26.39,0.73
NLD,2021-06-25,56,98108.238,1034.933,30.42,0.81
NLD,2021-07-02,63,98373.886,1035.806,34.48,0.89
NLD,2021-07-09,70,99659.968,1036.389,38.34,0.98
NLD,2021-07-16,77,103653.89,1037.029,41.16,1.05
NLD,2021-07-23,84,106932.74,1038.019,46.34,1.11
NLD,2021-07-30,91,108620.846,1039.708,50.21,1.16
NLD,2021-08-06,98,109709.118,1041.862,54.07,1.21
NLD,2021-08-13,105,110665.673,1044.599,58.39,1.26
NLD,2021-08-20,112,111645.694,1047.045,62.19,1.3
NLD,2021-08-27,119,112700.309,1050.015,63.52,1.32
NLD,2021-09-03,126,113723.945,1052.926,64.72,1.33
NLD,2021-09-10,133,114748.164,1055.081,65.66,1.35
NLD,2021-09-17,140,115606.541,1057.818,66.16,1.35
NLD,2021-09-24,147,116316.023,1060.321,66.66,1.36
NLD,2021-10-01,154,116988.47,1062.243,67.15,1.37
NLD,2021-10-08,161,117819.596,1063.874,67.57,1.38
NLD,2021-10-15,168,119068.585,1066.086,67.94,1.38
NLD,2021-10-22,175,120832.565,1069.405,68.3,1.39
NLD,2021-10-29,182,123473.965,1074.879,68.61,1.4
NLD,2021-11-05,189,127071.802,1082.624,68.92,1.4
NLD,2021-11-12,196,132402.525,1092.989,69.21,1.41
NLD,2021-11-19,203,140010.123,1104.926,69.49,1.42
NLD,2021-11-26,210,149069.702,1123.385,69.77,1.42
NLD,2021-12-03,217,157854.898,1144.872,70.11,1.44
NLD,2021-12-10,224,166001.188,1169.213,70.45,1.47
NLD,2021-12-17,231,172175.847,1190.525,70.77,1.5
NLD,2021-12-24,238,177331.703,1207.47,71.03,1.55
NLD,2021-12-31,245,182724.324,1222.785,71.18,1.61
POL,2021-04-30,0,73872.053,1785.909,7.6,0.3
POL,2021-05-07,7,74726.169,1837.315,9.47,0.35
POL,2021-05-14,14,75376.723,1886.684,11.68,0.41
POL,2021-05-21,21,75747.573,1923.195,14.31,0.47
POL,2021-05-28,28,75947.694,1946.107,17.36,0.52
POL,2021-06-04,35,76048.655,1960.5,21.27,0.58
POL,2021-06-11,42,76117.337,1971.453,25.08,0.64
POL,2021-06-18,49,76155.938,1978.517,29.08,0.69
POL,2021-06-25,56,76182.501,1983.041,31.89,0.73
POL,2021-07-02,63,76199.354,1986.004,36.29,0.79
POL,2021-07-09,70,76214.25,1988.306,39.52,0.83
POL,2021-07-16,77,76229.357,1989.708,42.09,0.86
POL,2021-07-23,84,76248.062,1990.502,44.66,0.89
POL,2021-07-30,91,76270.233,1991.137,46.03,0.91
POL,2021-08-06,98,76296.955,1991.719,46.92,0.92
POL,2021-08-13,105,76328.121,1992.142,47.79,0.93
POL,2021-08-20,112,76362.965,1992.618,48.71,0.95
POL,2021-08-27,119,76401.275,1993.148,49.4,0.96
POL,2021-09-03,126,76455.089,1994.127,50.01,0.96
POL,2021-09-10,133,76530.995,1995.317,50.49,0.97
POL,2021-09-17,140,76635.685,1996.799,50.85,0.98
POL,2021-09-24,147,76769.955,1998.862,51.24,0.98
POL,2021-10-01,154,76948.753,2001.905,51.56,0.99
POL,2021-10-08,161,77224.727,2006.35,51.7,1
POL,2021-10-15,168,77620.816,2012.514,52.16,1.01
POL,2021-10-22,175,78363.971,2020.24,52.37,1.02
POL,2021-10-29,182,79590.814,2033.892,52.78,1.03
POL,2021-11-05,189,81395.825,2051.671,53.03,1.04
POL,2021-11-12,196,84021.721,2078.34,53.27,1.05
POL,2021-11-19,203,87389.105,2127.126,53.57,1.07
POL,2021-11-26,210,91569.86,2185.544,53.82,1.09
POL,2021-12-03,217,95866.127,2252.189,54.24,1.12
POL,2021-12-10,224,100141.175,2326.322,54.67,1.16
POL,2021-12-17,231,103803.794,2404.212,55.07,1.2
POL,2021-12-24,238,106696.193,2488.055,55.35,1.22
POL,2021-12-31,245,108691.563,2567.77,55.68,1.24
PRT,2021-04-30,0,82267.834,1669.367,8.89,0.33
PRT,2021-05-07,7,82499.838,1670.843,10.46,0.38
PRT,2021-05-14,14,82748.365,1671.826,12.11,0.43
PRT,2021-05-21,21,83034.46,1673.596,15.42,0.5
PRT,2021-05-28,28,83360.584,1674.187,18.15,0.55
PRT,2021-06-04,35,83739.914,1674.777,21.69,0.6
PRT,2021-06-11,42,84181.499,1676.252,25.24,0.67
PRT,2021-06-18,49,84867.48,1677.924,28.41,0.74
PRT,2021-06-25,56,85709.048,1679.891,32.03,0.8
PRT,2021-07-02,63,86983.546,1682.546,34.59,0.84
PRT,2021-07-09,70,88758.442,1685.89,40.29,0.94
PRT,2021-07-16,77,90849.134,1691.004,47.64,1.06
PRT,2021-07-23,84,93139.769,1697.889,52.81,1.13
PRT,2021-07-30,91,95008.686,1705.756,58.37,1.19
PRT,2021-08-06,98,96614.028,1715.198,63.66,1.26
PRT,2021-08-13,105,98205.602,1724.738,68.1,1.32
PRT,2021-08-20,112,99787.538,1733.097,71.49,1.38
PRT,2021-08-27,119,101376.751,1741.064,73.98,1.43
PRT,2021-09-03,126,102689.999,1747.85,76.25,1.47
PRT,2021-09-10,133,103605.23,1754.832,79.67,1.51
PRT,2021-09-17,140,104291.899,1759.946,82.07,1.53
PRT,2021-09-24,147,104803.41,1765.061,84.55,1.56
PRT,2021-10-01,154,105230.439,1768.208,85.34,1.57
PRT,2021-10-08,161,105637.012,1772.928,85.99,1.58
PRT,2021-10-15,168,106091.382,1777.944,86.46,1.59
PRT,2021-10-22,175,106575.453,1782.567,86.86,1.59
PRT,2021-10-29,182,107099.257,1785.32,87.19,1.6
PRT,2021-11-05,189,107724.754,1789.254,87.41,1.6
PRT,2021-11-12,196,108595.335,1793.287,87.58,1.65
PRT,2021-11-19,203,109899.632,1799.778,87.78,1.65
PRT,2021-11-26,210,111767.762,1808.924,87.78,1.7
PRT,2021-12-03,217,113823.836,1818.661,88.49,1.75
PRT,2021-12-10,224,116546.516,1831.839,88.73,1.8
PRT,2021-12-17,231,119569.552,1843.149,88.98,1.84
PRT,2021-12-24,238,124512.843,1853.968,89.31,1.87
PRT,2021-12-31,245,136669.603,1864.196,89.53,1.91
ROU,2021-04-30,0,55169.259,1469.539,10.13,0.27
ROU,2021-05-07,7,55623.258,1505.612,11.79,0.3
ROU,2021-05-14,14,55971.234,1537.712,14.16,0.34
ROU,2021-05-21,21,56189.555,1559.303,16.59,0.38
ROU,2021-05-28,28,56313.982,1577.497,18.35,0.4
ROU,2021-06-04,35,56387.278,1600.395,20.16,0.42
ROU,2021-06-11,42,56437.833,1656.283,21.63,0.44
ROU,2021-06-18,49,56469.724,1684.043,22.58,0.45
ROU,2021-06-25,56,56489.695,1720.587,23.17,0.46
ROU,2021-07-02,63,56507.365,1772.188,23.78,0.47
ROU,2021-07-09,70,56523.781,1787.819,24.24,0.48
ROU,2021-07-16,77,56542.863,1790.59,24.66,0.48
ROU,2021-07-23,84,56569.944,1791.427,25.02,0.49
ROU,2021-07-30,91,56620.97,1792.054,25.39,0.49
ROU,2021-08-06,98,56695.364,1793.466,25.75,0.5
ROU,2021-08-13,105,56801.806,1795.139,26.04,0.5
ROU,2021-08-20,112,56975.637,1797.805,26.38,0.5
ROU,2021-08-27,119,57239.808,1803.137,26.7,0.51
ROU,2021-09-03,126,57675.196,1811.502,26.97,0.51
ROU,2021-09-10,133,58339.309,1825.304,27.19,0.52
ROU,2021-09-17,140,59573.326,1848.569,27.43,0.52
ROU,2021-09-24,147,61695.476,1887.779,27.77,0.52
ROU,2021-10-01,154,65065.341,1945.339,28.24,0.54
ROU,2021-10-08,161,69648.519,2035.104,28.79,0.56
ROU,2021-10-15,168,74785.239,2150.277,29.46,0.58
ROU,2021-10-22,175,80246.774,2292.165,30.47,0.61
ROU,2021-10-29,182,85138.039,2452.507,32.57,0.65
ROU,2021-11-05,189,88537.86,2618.549,33.91,0.68
ROU,2021-11-12,196,90720.289,2745.38,35.22,0.71
ROU,2021-11-19,203,91911.802,2855.743,37.21,0.74
ROU,2021-11-26,210,92736.624,2927.105,38.41,0.77
ROU,2021-12-03,217,93248.184,2974.209,39.15,0.79
ROU,2021-12-10,224,93659.732,3007.721,39.8,0.8
ROU,2021-12-17,231,93945.756,3036.37,40.3,0.81
ROU,2021-12-24,238,94198.007,3058.746,40.64,0.82
ROU,2021-12-31,245,94568.829,3071.555,40.87,0.83
SVK,2021-04-30,0,138091.162,2139.642,9.21,0.29
SVK,2021-05-07,7,139241.925,2187.621,10.53,0.32
SVK,2021-05-14,14,140069.471,2228.275,11.74,0.37
SVK,2021-05-21,21,140648.148,2248.785,13.22,0.41
SVK,2021-05-28,28,141063.844,2258.491,14.75,0.46
SVK,2021-06-04,35,141392.555,2267.464,16.96,0.5
SVK,2021-06-11,42,141636.112,2276.803,20.27,0.55
SVK,2021-06-18,49,141775.288,2285.044,23.56,0.59
SVK,2021-06-25,56,141869.781,2289.989,27.26,0.64
SVK,2021-07-02,63,141939.735,2291.087,30.32,0.68
SVK,2021-07-09,70,141986.066,2292.186,32.41,0.71
SVK,2021-07-16,77,142034.045,2293.468,34.4,0.74
SVK,2021-07-23,84,142092.095,2295.299,35.68,0.76
SVK,2021-07-30,91,142171.206,2295.665,36.82,0.78
SVK,2021-08-06,98,142264.417,2296.581,38.16,0.8
SVK,2021-08-13,105,142365.136,2297.13,39.37,0.81
SVK,2021-08-20,112,142504.312,2297.68,40.16,0.82
SVK,2021-08-27,119,142679.929,2297.863,40.8,0.83
SVK,2021-09-03,126,142964.324,2298.046,41.35,0.84
SVK,2021-09-10,133,143563.145,2299.694,41.82,0.85
SVK,2021-09-17,140,144475.478,2301.709,42.22,0.85
SVK,2021-09-24,147,145843.428,2306.287,42.63,0.86
SVK,2021-10-01,154,147596.309,2316.359,42.93,0.87
SVK,2021-10-08,161,149800.961,2329.361,43.2,0.87
SVK,2021-10-15,168,152444.382,2346.941,43.45,0.87
SVK,2021-10-22,175,156393.857,2359.759,43.71,0.88
SVK,2021-10-29,182,162468.69,2380.636,43.97,0.89
SVK,2021-11-05,189,170513.774,2411.035,44.19,0.91
SVK,2021-11-12,196,180859.285,2462.31,44.46,0.93
SVK,2021-11-19,203,192601.68,2523.657,44.8,0.95
SVK,2021-11-26,210,207153.042,2596.175,45.24,0.98
SVK,2021-12-03,217,221578.047,2691.217,45.58,1.01
SVK,2021-12-10,224,233117.538,2790.105,45.93,1.03
SVK,2021-12-17,231,241025.094,2901.263,46.39,1.07
SVK,2021-12-24,238,246830.55,2983.12,46.86,1.1
SVK,2021-12-31,245,251080.534,3046.298,47.19,1.13
SVN,2021-04-30,0,115595.969,2044.524,10.22,0.31
SVN,2021-05-07,7,117937.311,2061.362,12.3,0.36
SVN,2021-05-14,14,119554.169,2075.313,13.9,0.4
SVN,2021-05-21,21,120818.406,2091.669,16.03,0.46
SVN,2021-05-28,28,121776.687,2102.252,19.48,0.51
SVN,2021-06-04,35,122658.478,2109.468,23.26,0.57
SVN,2021-06-11,42,123260.29,2115.722,26.69,0.62
SVN,2021-06-18,49,123571.539,2121.976,29.15,0.66
SVN,2021-06-25,56,123734.62,2124.862,31.67,0.69
SVN,2021-07-02,63,123817.844,2125.824,34.51,0.73
SVN,2021-07-09,70,123971.785,2127.749,36.54,0.75
SVN,2021-07-16,77,124166.616,2128.711,38.02,0.78
SVN,2021-07-23,84,124367.22,2129.192,39.2,0.8
SVN,2021-07-30,91,124633.729,2130.154,40.31,0.82
SVN,2021-08-06,98,125033.013,2131.116,41.44,0.84
SVN,2021-08-13,105,125590.567,2132.559,42.49,0.85
SVN,2021-08-20,112,126473.801,2134.965,43.56,0.87
SVN,2021-08-27,119,127820.301,2138.813,44.54,0.89
SVN,2021-09-03,126,129525.675,2142.181,45.37,0.9
SVN,2021-09-10,133,132065.696,2148.434,46.35,0.92
SVN,2021-09-17,140,135509.637,2160.942,47.92,0.96
SVN,2021-09-24,147,138651.951,2177.298,49,0.99
SVN,2021-10-01,154,141594.142,2196.06,49.99,1
SVN,2021-10-08,161,144359.782,2213.859,51.66,1.03
SVN,2021-10-15,168,147236.549,2227.81,52.82,1.04
SVN,2021-10-22,175,152082.793,2246.091,53.41,1.05
SVN,2021-10-29,182,159331.474,2275.435,53.75,1.06
SVN,2021-11-05,189,168370.678,2311.996,54.03,1.09
SVN,2021-11-12,196,179008.459,2356.735,54.36,1.13
SVN,2021-11-19,203,190118.164,2415.906,54.71,1.18
SVN,2021-11-26,210,198999.097,2473.634,55.09,1.21
SVN,2021-12-03,217,205431.411,2536.172,55.64,1.24
SVN,2021-12-10,224,210556.673,2590.052,56.24,1.26
SVN,2021-12-17,231,214798.22,2628.537,56.66,1.28
SVN,2021-12-24,238,218546.675,2659.806,57.07,1.32
SVN,2021-12-31,245,223237.055,2688.67,57.25,1.33
ESP,2021-04-30,0,75389.049,1673.241,10.03,0.35
ESP,2021-05-07,7,76316.01,1685.563,12.74,0.41
ESP,2021-05-14,14,77115.9,1697.265,14.92,0.46
ESP,2021-05-21,21,77793.06,1703.276,16.83,0.51
ESP,2021-05-28,28,78482.007,1709.373,18.83,0.56
ESP,2021-06-04,35,79109.302,1715.577,21.94,0.62
ESP,2021-06-11,42,79871.283,1722.123,26.21,0.69
ESP,2021-06-18,49,80381.325,1725.353,29.82,0.76
ESP,2021-06-25,56,80916.588,1728.07,34,0.83
ESP,2021-07-02,63,82016.273,1730.894,39.5,0.92
ESP,2021-07-09,70,84226.639,1732.862,44.92,1
ESP,2021-07-16,77,87714.269,1734.852,50,1.07
ESP,2021-07-23,84,91569.359,1737.526,54.33,1.14
ESP,2021-07-30,91,95133.681,1743.195,57.62,1.2
ESP,2021-08-06,98,98151.915,1754.319,60.45,1.25
ESP,2021-08-13,105,100406.863,1764.245,63.16,1.3
ESP,2021-08-20,112,102052.229,1778.492,66.52,1.35
ESP,2021-08-27,119,103364.792,1796.976,69.44,1.39
ESP,2021-09-03,126,104347.695,1813.983,72.61,1.43
ESP,2021-09-10,133,104983.182,1824.572,75.02,1.46
ESP,2021-09-17,140,105455.637,1835.118,76.55,1.48
ESP,2021-09-24,147,105820.487,1844.66,77.73,1.49
ESP,2021-10-01,154,106131.257,1849.665,78.44,1.5
ESP,2021-10-08,161,106398.471,1856.404,78.87,1.51
ESP,2021-10-15,168,106628.805,1860.597,79.21,1.52
ESP,2021-10-22,175,106914.31,1863.977,79.58,1.52
ESP,2021-10-29,182,107201.313,1869.026,79.83,1.54
ESP,2021-11-05,189,107511.313,1871.935,79.96,1.55
ESP,2021-11-12,196,107971.617,1875.55,80.11,1.57
ESP,2021-11-19,203,108688.417,1878.481,80.26,1.6
ESP,2021-11-26,210,109765.512,1881.583,80.4,1.63
ESP,2021-12-03,217,111304.621,1885.947,80.55,1.65
ESP,2021-12-10,224,113172.513,1890.675,80.66,1.66
ESP,2021-12-17,231,116707.72,1897.692,80.82,1.77
ESP,2021-12-24,238,122322.841,1904.345,80.93,1.79
ESP,2021-12-31,245,134660.746,1912.602,81.01,1.79
SWE,2021-04-30,0,95825.666,1382.656,7.68,0.31
SWE,2021-05-07,7,99190.574,1394.958,7.95,0.35
SWE,2021-05-14,14,102077.733,1404.998,9.09,0.4
SWE,2021-05-21,21,104165.791,1413.954,10.55,0.44
SWE,2021-05-28,28,105163.02,1422.32,12.57,0.48
SWE,2021-06-04,35,106106.804,1429.407,15.42,0.53
SWE,2021-06-11,42,106637.701,1434.426,19.05,0.59
SWE,2021-06-18,49,106753.841,1434.426,23.09,0.66
SWE,2021-06-25,56,107173.126,1438.855,27.72,0.73
SWE,2021-07-02,63,107368.398,1440.037,31.14,0.8
SWE,2021-07-09,70,107531.782,1441.218,34.32,0.87
SWE,2021-07-16,77,107703.728,1441.513,36.39,0.93
SWE,2021-07-23,84,107950.968,1442.005,37.96,0.98
SWE,2021-07-30,91,108269.959,1442.399,39.98,1.02
SWE,2021-08-06,98,108712.669,1442.596,42.53,1.06
SWE,2021-08-13,105,109264.727,1442.694,45.44,1.1
SWE,2021-08-20,112,109898.28,1443.678,48.74,1.15
SWE,2021-08-27,119,110570.415,1445.351,52.78,1.2
SWE,2021-09-03,126,111270.404,1446.04,56.55,1.24
SWE,2021-09-10,133,112007.794,1447.123,59.47,1.28
SWE,2021-09-17,140,112693.315,1454.21,61.6,1.31
SWE,2021-09-24,147,113128.84,1458.737,63.33,1.33
SWE,2021-10-01,154,113546.944,1463.363,64.61,1.35
SWE,2021-10-08,161,113957.075,1467.005,65.68,1.37
SWE,2021-10-15,168,114361.695,1472.024,66.43,1.38
SWE,2021-10-22,175,114761.59,1475.666,67.02,1.4
SWE,2021-10-29,182,115304.495,1478.815,67.49,1.42
SWE,2021-11-05,189,115853.896,1481.965,67.96,1.44
SWE,2021-11-12,196,116383.12,1484.426,68.27,1.45
SWE,2021-11-19,203,116999.645,1487.181,68.81,1.48
SWE,2021-11-26,210,117995.004,1490.626,69.45,1.52
SWE,2021-12-03,217,119303.743,1493.087,70.21,1.56
SWE,2021-12-10,224,120984.032,1495.154,70.91,1.61
SWE,2021-12-17,231,123116.676,1499.091,71.6,1.65
SWE,2021-12-24,238,125324.121,1502.437,72.21,1.7
SWE,2021-12-31,245,129405.849,1506.866,72.65,1.73
