ccode,week,group,denom,dose1,dose2,dose3,doseX,doses,cumDose1,cumDose2,cumDose3,cumDoses
AUT,2020-W53,ALL,8901064,5288,0,0,0,5288,5288,0,0,5288
AUT,2020-W53,U18,1542621,6,0,0,0,6,6,0,0,6
AUT,2021-W01,ALL,8901064,26236,0,0,0,26236,31524,0,0,31524
AUT,2021-W01,U18,1542621,24,0,0,0,24,30,0,0,30
AUT,2021-W02,ALL,8901064,85043,402,2,0,85447,116567,402,2,116971
AUT,2021-W02,U18,1542621,73,1,0,0,74,103,1,0,104
AUT,2021-W03,ALL,8901064,93345,4604,2,0,97951,209912,5006,4,214922
AUT,2021-W03,U18,1542621,37,4,0,0,41,140,5,0,145
AUT,2021-W04,ALL,8901064,31620,17550,1,0,49171,241532,22556,5,264093
AUT,2021-W04,U18,1542621,8,22,0,0,30,148,27,0,175
AUT,2021-W05,ALL,8901064,18585,79483,21,0,98089,260117,102039,26,362182
AUT,2021-W05,U18,1542621,21,62,0,0,83,169,89,0,258
AUT,2021-W06,ALL,8901064,28749,88424,8,0,117181,288866,190463,34,479363
AUT,2021-W06,U18,1542621,21,34,0,0,55,190,123,0,313
AUT,2021-W07,ALL,8901064,63542,39725,15,0,103282,352408,230188,49,582645
AUT,2021-W07,U18,1542621,46,14,0,0,60,236,137,0,373
AUT,2021-W08,ALL,8901064,106718,21340,5,0,128063,459126,251528,54,710708
AUT,2021-W08,U18,1542621,58,22,0,0,80,294,159,0,453
AUT,2021-W09,ALL,8901064,154448,15145,2,0,169595,613574,266673,56,880303
AUT,2021-W09,U18,1542621,60,14,0,0,74,354,173,0,527
AUT,2021-W10,ALL,8901064,227442,30861,5,0,258308,841016,297534,61,1138611
AUT,2021-W10,U18,1542621,702,22,0,0,724,1056,195,0,1251
AUT,2021-W11,ALL,8901064,190944,47863,13,0,238820,1031960,345397,74,1377431
AUT,2021-W11,U18,1542621,192,27,0,0,219,1248,222,0,1470
AUT,2021-W12,ALL,8901064,155567,93378,17,0,248962,1187527,438775,91,1626393
AUT,2021-W12,U18,1542621,130,43,0,0,173,1378,265,0,1643
AUT,2021-W13,ALL,8901064,143565,81179,16,0,224760,1331092,519954,107,1851153
AUT,2021-W13,U18,1542621,79,62,0,0,141,1457,327,0,1784
AUT,2021-W14,ALL,8901064,216098,137744,32,0,353874,1547190,657698,139,2205027
AUT,2021-W14,U18,1542621,128,636,0,0,764,1585,963,0,2548
AUT,2021-W15,ALL,8901064,277319,97901,24,0,375244,1824509,755599,163,2580271
AUT,2021-W15,U18,1542621,224,215,0,0,439,1809,1178,0,2987
AUT,2021-W16,ALL,8901064,292647,60153,9,0,352809,2117156,815752,172,2933080
AUT,2021-W16,U18,1542621,474,45,0,0,519,2283,1223,0,3506
AUT,2021-W17,ALL,8901064,289319,68992,12,0,358323,2406475,884744,184,3291403
AUT,2021-W17,U18,1542621,486,66,0,0,552,2769,1289,0,4058
AUT,2021-W18,ALL,8901064,334765,118016,40,0,452821,2741240,1002760,224,3744224
AUT,2021-W18,U18,1542621,854,92,0,0,946,3623,1381,0,5004
AUT,2021-W19,ALL,8901064,319647,105330,15,0,424992,3060887,1108090,239,4169216
AUT,2021-W19,U18,1542621,1197,135,0,0,1332,4820,1516,0,6336
AUT,2021-W20,ALL,8901064,360397,180377,22,0,540796,3421284,1288467,261,4710012
AUT,2021-W20,U18,1542621,2393,146,0,0,2539,7213,1662,0,8875
AUT,2021-W21,ALL,8901064,254083,234527,12,0,488622,3675367,1522994,273,5198634
AUT,2021-W21,U18,1542621,2160,393,0,0,2553,9373,2055,0,11428
AUT,2021-W22,ALL,8901064,304937,270355,25,0,575317,3980304,1793349,298,5773951
AUT,2021-W22,U18,1542621,5500,548,0,0,6048,14873,2603,0,17476
AUT,2021-W23,ALL,8901064,285444,338343,29,0,623816,4265748,2131692,327,6397767
AUT,2021-W23,U18,1542621,10100,530,0,0,10630,24973,3133,0,28106
AUT,2021-W24,ALL,8901064,236623,340429,39,0,577091,4502371,2472121,366,6974858
AUT,2021-W24,U18,1542621,17244,956,0,0,18200,42217,4089,0,46306
AUT,2021-W25,ALL,8901064,188186,400494,37,0,588717,4690557,2872615,403,7563575
AUT,2021-W25,U18,1542621,22907,2702,0,0,25609,65124,6791,0,71915
AUT,2021-W26,ALL,8901064,172031,417427,62,0,589520,4862588,3290042,465,8153095
AUT,2021-W26,U18,1542621,27056,5177,0,0,32233,92180,11968,0,104148
AUT,2021-W27,ALL,8901064,134410,339070,91,0,473571,4996998,3629112,556,8626666
AUT,2021-W27,U18,1542621,15913,8383,1,0,24297,108093,20351,1,128445
AUT,2021-W28,ALL,8901064,87250,304090,163,0,391503,5084248,3933202,719,9018169
AUT,2021-W28,U18,1542621,22440,8508,0,0,30948,130533,28859,1,159393
AUT,2021-W29,ALL,8901064,78704,265483,104,0,344291,5162952,4198685,823,9362460
AUT,2021-W29,U18,1542621,12006,14310,0,0,26316,142539,43169,1,185709
AUT,2021-W30,ALL,8901064,46929,223780,196,0,270905,5209881,4422465,1019,9633365
AUT,2021-W30,U18,1542621,9095,27611,2,0,36708,151634,70780,3,222417
AUT,2021-W31,ALL,8901064,46675,181117,241,0,228033,5256556,4603582,1260,9861398
AUT,2021-W31,U18,1542621,8908,27801,3,0,36712,160542,98581,6,259129
AUT,2021-W32,ALL,8901064,31780,120480,382,0,152642,5288336,4724062,1642,10014040
AUT,2021-W32,U18,1542621,5996,22131,6,0,28133,166538,120712,12,287262
AUT,2021-W33,ALL,8901064,37773,87231,508,0,125512,5326109,4811293,2150,10139552
AUT,2021-W33,U18,1542621,7182,17763,2,0,24947,173720,138475,14,312209
AUT,2021-W34,ALL,8901064,38905,39864,919,0,79688,5365014,4851157,3069,10219240
AUT,2021-W34,U18,1542621,8201,9366,6,0,17573,181921,147841,20,329782
AUT,2021-W35,ALL,8901064,39463,30422,3249,0,73134,5404477,4881579,6318,10292374
AUT,2021-W35,U18,1542621,8727,8101,11,0,16839,190648,155942,31,346621
AUT,2021-W36,ALL,8901064,44203,25196,5696,0,75095,5448680,4906775,12014,10367469
AUT,2021-W36,U18,1542621,8875,6772,11,0,15658,199523,162714,42,362279
AUT,2021-W37,ALL,8901064,48740,27926,12788,0,89454,5497420,4934701,24802,10456923
AUT,2021-W37,U18,1542621,9198,8064,14,0,17276,208721,170778,56,379555
AUT,2021-W38,ALL,8901064,46194,25864,22781,0,94839,5543614,4960565,47583,10551762
AUT,2021-W38,U18,1542621,9016,7357,11,0,16384,217737,178135,67,395939
AUT,2021-W39,ALL,8901064,35744,26742,33828,0,96314,5579358,4987307,81411,10648076
AUT,2021-W39,U18,1542621,7650,7939,17,0,15606,225387,186074,84,411545
AUT,2021-W40,ALL,8901064,28768,31326,63913,0,124007,5608126,5018633,145324,10772083
AUT,2021-W40,U18,1542621,6154,8258,19,0,14431,231541,194332,103,425976
AUT,2021-W41,ALL,8901064,23637,30152,65683,0,119472,5631763,5048785,211007,10891555
AUT,2021-W41,U18,1542621,5475,7713,34,0,13222,237016,202045,137,439198
AUT,2021-W42,ALL,8901064,30474,28024,82485,0,140983,5662237,5076809,293492,11032538
AUT,2021-W42,U18,1542621,5741,8426,40,0,14207,242757,210471,177,453405
AUT,2021-W43,ALL,8901064,45501,22559,63418,0,131478,5707738,5099368,356910,11164016
AUT,2021-W43,U18,1542621,7219,5331,54,0,12604,249976,215802,231,466009
AUT,2021-W44,ALL,8901064,67754,26116,149211,0,243081,5775492,5125484,506121,11407097
AUT,2021-W44,U18,1542621,11166,6194,119,0,17479,261142,221996,350,483488
AUT,2021-W45,ALL,8901064,114914,35815,315558,0,466287,5890406,5161299,821679,11873384
AUT,2021-W45,U18,1542621,21605,6366,319,0,28290,282747,228362,669,511778
AUT,2021-W46,ALL,8901064,90157,45636,519597,0,655390,5980563,5206935,1341276,12528774
AUT,2021-W46,U18,1542621,22807,7120,1016,0,30943,305554,235482,1685,542721
AUT,2021-W47,ALL,8901064,53543,54506,633173,0,741222,6034106,5261441,1974449,13269996
AUT,2021-W47,U18,1542621,33984,8180,2197,0,44361,339538,243662,3882,587082
AUT,2021-W48,ALL,8901064,38013,76438,588805,0,703256,6072119,5337879,2563254,13973252
AUT,2021-W48,U18,1542621,37853,13902,3195,0,54950,377391,257564,7077,642032
AUT,2021-W49,ALL,8901064,34947,79403,501446,0,615796,6107066,5417282,3064700,14589048
AUT,2021-W49,U18,1542621,28573,19162,3877,0,51612,405964,276726,10954,693644
AUT,2021-W50,ALL,8901064,44057,71986,492400,0,608443,6151123,5489268,3557100,15197491
AUT,2021-W50,U18,1542621,24003,31805,8809,0,64617,429967,308531,19763,758261
AUT,2021-W51,ALL,8901064,19969,34803,215343,0,270115,6171092,5524071,3772443,15467606
AUT,2021-W51,U18,1542621,12172,25209,9456,0,46837,442139,333740,29219,805098
AUT,2021-W52,ALL,8901064,11879,27253,145947,0,185079,6182971,5551324,3918390,15652685
AUT,2021-W52,U18,1542621,10689,23762,8897,0,43348,452828,357502,38116,848446
AUT,2022-W01,ALL,8901064,14799,37379,180945,0,233123,6197770,5588703,4099335,15885808
AUT,2022-W01,U18,1542621,14245,28226,15937,0,58408,467073,385728,54053,906854
AUT,2022-W02,ALL,8901064,19471,40543,218021,0,278035,6217241,5629246,4317356,16163843
AUT,2022-W02,U18,1542621,13682,21818,14044,0,49544,480755,407546,68097,956398
AUT,2022-W03,ALL,8901064,15897,21884,138291,0,176072,6233138,5651130,4455647,16339915
AUT,2022-W03,U18,1542621,7194,9313,8491,0,24998,487949,416859,76588,981396
BEL,2020-W53,ALL,11522440,946,0,0,0,946,946,0,0,946
BEL,2021-W01,ALL,11522440,27312,0,0,0,27312,28258,0,0,28258
BEL,2021-W01,U18,2320244,13,0,0,0,13,13,0,0,13
BEL,2021-W02,ALL,11522440,99190,36,0,0,99226,127448,36,0,127484
BEL,2021-W02,U18,2320244,86,0,0,0,86,99,0,0,99
BEL,2021-W03,ALL,11522440,121685,937,0,0,122622,249133,973,0,250106
BEL,2021-W03,U18,2320244,809,0,0,0,809,908,0,0,908
BEL,2021-W04,ALL,11522440,66202,25671,0,0,91873,315335,26644,0,341979
BEL,2021-W04,U18,2320244,620,12,0,0,632,1528,12,0,1540
BEL,2021-W05,ALL,11522440,44061,95337,0,0,139398,359396,121981,0,481377
BEL,2021-W05,U18,2320244,173,79,0,0,252,1701,91,0,1792
BEL,2021-W06,ALL,11522440,32759,113367,0,0,146126,392155,235348,0,627503
BEL,2021-W06,U18,2320244,69,782,0,0,851,1770,873,0,2643
BEL,2021-W07,ALL,11522440,48907,67621,0,0,116528,441062,302969,0,744031
BEL,2021-W07,U18,2320244,65,602,0,0,667,1835,1475,0,3310
BEL,2021-W08,ALL,11522440,89308,37138,0,0,126446,530370,340107,0,870477
BEL,2021-W08,U18,2320244,117,184,0,0,301,1952,1659,0,3611
BEL,2021-W09,ALL,11522440,141038,32657,0,0,173695,671408,372764,0,1044172
BEL,2021-W09,U18,2320244,269,71,0,0,340,2221,1730,0,3951
BEL,2021-W10,ALL,11522440,148166,46428,0,0,194594,819574,419192,0,1238766
BEL,2021-W10,U18,2320244,297,66,0,0,363,2518,1796,0,4314
BEL,2021-W11,ALL,11522440,237611,55787,0,0,293398,1057185,474979,0,1532164
BEL,2021-W11,U18,2320244,229,114,0,0,343,2747,1910,0,4657
BEL,2021-W12,ALL,11522440,252054,66983,0,0,319037,1309239,541962,0,1851201
BEL,2021-W12,U18,2320244,125,216,0,0,341,2872,2126,0,4998
BEL,2021-W13,ALL,11522440,279949,67888,0,0,347837,1589188,609850,0,2199038
BEL,2021-W13,U18,2320244,163,222,0,0,385,3035,2348,0,5383
BEL,2021-W14,ALL,11522440,387401,59144,0,0,446545,1976589,668994,0,2645583
BEL,2021-W14,U18,2320244,116,172,0,0,288,3151,2520,0,5671
BEL,2021-W15,ALL,11522440,401464,92783,0,0,494247,2378053,761777,0,3139830
BEL,2021-W15,U18,2320244,116,61,0,0,177,3267,2581,0,5848
BEL,2021-W16,ALL,11522440,398904,28122,0,0,427026,2776957,789899,0,3566856
BEL,2021-W16,U18,2320244,178,105,0,0,283,3445,2686,0,6131
BEL,2021-W17,ALL,11522440,367335,85810,0,0,453145,3144292,875709,0,4020001
BEL,2021-W17,U18,2320244,408,97,0,0,505,3853,2783,0,6636
BEL,2021-W18,ALL,11522440,497972,237963,0,0,735935,3642264,1113672,0,4755936
BEL,2021-W18,U18,2320244,446,110,0,0,556,4299,2893,0,7192
BEL,2021-W19,ALL,11522440,320154,286827,0,0,606981,3962418,1400499,0,5362917
BEL,2021-W19,U18,2320244,482,96,0,0,578,4781,2989,0,7770
BEL,2021-W20,ALL,11522440,459447,301222,0,0,760669,4421865,1701721,0,6123586
BEL,2021-W20,U18,2320244,450,329,0,0,779,5231,3318,0,8549
BEL,2021-W21,ALL,11522440,251075,391240,0,0,642315,4672940,2092961,0,6765901
BEL,2021-W21,U18,2320244,496,388,0,0,884,5727,3706,0,9433
BEL,2021-W22,ALL,11522440,501535,403091,0,0,904626,5174475,2496052,0,7670527
BEL,2021-W22,U18,2320244,1163,380,0,0,1543,6890,4086,0,10976
BEL,2021-W23,ALL,11522440,541434,532663,0,0,1074097,5715909,3028715,0,8744624
BEL,2021-W23,U18,2320244,1859,362,0,0,2221,8749,4448,0,13197
BEL,2021-W24,ALL,11522440,692726,333657,0,0,1026383,6408635,3362372,0,9771007
BEL,2021-W24,U18,2320244,6019,399,0,0,6418,14768,4847,0,19615
BEL,2021-W25,ALL,11522440,577457,297956,0,0,875413,6986092,3660328,0,10646420
BEL,2021-W25,U18,2320244,35181,539,0,0,35720,49949,5386,0,55335
BEL,2021-W26,ALL,11522440,381866,297045,0,0,678911,7367958,3957373,0,11325331
BEL,2021-W26,U18,2320244,45132,572,0,0,45704,95081,5958,0,101039
BEL,2021-W27,ALL,11522440,155114,687140,0,0,842254,7523072,4644513,0,12167585
BEL,2021-W27,U18,2320244,28865,1585,0,0,30450,123946,7543,0,131489
BEL,2021-W28,ALL,11522440,112343,625292,0,0,737635,7635415,5269805,0,12905220
BEL,2021-W28,U18,2320244,61311,5361,0,0,66672,185257,12904,0,198161
BEL,2021-W29,ALL,11522440,56056,668632,0,0,724688,7691471,5938437,0,13629908
BEL,2021-W29,U18,2320244,75583,13467,0,0,89050,260840,26371,0,287211
BEL,2021-W30,ALL,11522440,45420,597618,0,0,643038,7736891,6536055,0,14272946
BEL,2021-W30,U18,2320244,96577,38153,0,0,134730,357417,64524,0,421941
BEL,2021-W31,ALL,11522440,45931,407480,0,0,453411,7782822,6943535,0,14726357
BEL,2021-W31,U18,2320244,104270,54519,0,0,158789,461687,119043,0,580730
BEL,2021-W32,ALL,11522440,38581,251871,0,0,290452,7821403,7195406,0,15016809
BEL,2021-W32,U18,2320244,51449,53836,0,0,105285,513136,172879,0,686015
BEL,2021-W33,ALL,11522440,31983,95482,0,0,127465,7853386,7290888,0,15144274
BEL,2021-W33,U18,2320244,26004,104291,0,0,130295,539140,277170,0,816310
BEL,2021-W34,ALL,11522440,29902,59900,0,0,89802,7883288,7350788,0,15234076
BEL,2021-W34,U18,2320244,22088,137245,0,0,159333,561228,414415,0,975643
BEL,2021-W35,ALL,11522440,29667,41803,0,0,71470,7912955,7392591,0,15305546
BEL,2021-W35,U18,2320244,21155,74576,0,0,95731,582383,488991,0,1071374
BEL,2021-W36,ALL,11522440,24341,29972,436,0,54749,7937296,7422563,436,15360295
BEL,2021-W36,U18,2320244,14738,27244,18,0,42000,597121,516235,18,1113374
BEL,2021-W37,ALL,11522440,22475,27232,16251,0,65958,7959771,7449795,16687,15426253
BEL,2021-W37,U18,2320244,9641,20533,40,0,30214,606762,536768,58,1143588
BEL,2021-W38,ALL,11522440,25800,26454,57882,0,110136,7985571,7476249,74569,15536389
BEL,2021-W38,U18,2320244,10268,23245,107,0,33620,617030,560013,165,1177208
BEL,2021-W39,ALL,11522440,24027,25937,93040,0,143004,8009598,7502186,167609,15679393
BEL,2021-W39,U18,2320244,9141,18677,232,0,28050,626171,578690,397,1205258
BEL,2021-W40,ALL,11522440,18493,18082,136201,0,172776,8028091,7520268,303810,15852169
BEL,2021-W40,U18,2320244,6870,11091,303,0,18264,633041,589781,700,1223522
BEL,2021-W41,ALL,11522440,18230,20313,140331,0,178874,8046321,7540581,444141,16031043
BEL,2021-W41,U18,2320244,6560,10512,166,0,17238,639601,600293,866,1240760
BEL,2021-W42,ALL,11522440,17852,18188,102925,0,138965,8064173,7558769,547066,16170008
BEL,2021-W42,U18,2320244,6125,7466,91,0,13682,645726,607759,957,1254442
BEL,2021-W43,ALL,11522440,20452,18739,113674,0,152865,8084625,7577508,660740,16322873
BEL,2021-W43,U18,2320244,8399,8228,136,0,16763,654125,615987,1093,1271205
BEL,2021-W44,ALL,11522440,19296,13820,86506,0,119622,8103921,7591328,747246,16442495
BEL,2021-W44,U18,2320244,7066,5200,73,0,12339,661191,621187,1166,1283544
BEL,2021-W45,ALL,11522440,17815,14265,114571,0,146651,8121736,7605593,861817,16589146
BEL,2021-W45,U18,2320244,6795,6580,123,0,13498,667986,627767,1289,1297042
BEL,2021-W46,ALL,11522440,20842,18620,266164,0,305626,8142578,7624213,1127981,16894772
BEL,2021-W46,U18,2320244,8511,8713,202,0,17426,676497,636480,1491,1314468
BEL,2021-W47,ALL,11522440,18561,16988,455712,0,491261,8161139,7641201,1583693,17386033
BEL,2021-W47,U18,2320244,7125,7878,675,0,15678,683622,644358,2166,1330146
BEL,2021-W48,ALL,11522440,12957,15303,566872,0,595132,8174096,7656504,2150565,17981165
BEL,2021-W48,U18,2320244,4981,7210,1619,0,13810,688603,651568,3785,1343956
BEL,2021-W49,ALL,11522440,10901,16324,601338,0,628563,8184997,7672828,2751903,18609728
BEL,2021-W49,U18,2320244,3201,7027,1604,0,11832,691804,658595,5389,1355788
BEL,2021-W50,ALL,11522440,11668,16283,690702,0,718653,8196665,7689111,3442605,19328381
BEL,2021-W50,U18,2320244,3605,6331,2631,0,12567,695409,664926,8020,1368355
BEL,2021-W51,ALL,11522440,7286,11479,613363,0,632128,8203951,7700590,4055968,19960509
BEL,2021-W51,U18,2320244,4284,6332,3767,0,14383,699693,671258,11787,1382738
BEL,2021-W52,ALL,11522440,4293,4705,303388,0,312386,8208244,7705295,4359356,20272895
BEL,2021-W52,U18,2320244,2405,1720,2519,0,6644,702098,672978,14306,1389382
BEL,2022-W01,ALL,11522440,8429,11124,825247,0,844800,8216673,7716419,5184603,21117695
BEL,2022-W01,U18,2320244,21583,4252,8671,0,34506,723681,677230,22977,1423888
BEL,2022-W02,ALL,11522440,8735,9292,691385,0,709412,8225408,7725711,5875988,21827107
BEL,2022-W02,U18,2320244,58633,4990,9316,0,72939,782314,682220,32293,1496827
BEL,2022-W03,ALL,11522440,2572,2709,201376,0,206657,8227980,7728420,6077364,22033764
BEL,2022-W03,U18,2320244,17045,1100,4477,0,22622,799359,683320,36770,1519449
BGR,2020-W53,ALL,6951482,4739,0,0,0,4739,4739,0,0,4739
BGR,2021-W01,ALL,6951482,8734,0,0,0,8734,13473,0,0,13473
BGR,2021-W02,ALL,6951482,4877,103,0,0,4980,18350,103,0,18453
BGR,2022-W03,ALL,6951482,13078,5382,52667,0,71127,31428,5485,52667,89580
CYP,2020-W52,ALL,888005,369,0,0,0,369,369,0,0,369
CYP,2020-W53,ALL,888005,2641,0,0,0,2641,3010,0,0,3010
CYP,2021-W02,ALL,888005,4423,324,0,0,4747,7433,324,0,7757
CYP,2021-W03,ALL,888005,4887,2371,0,0,7258,12320,2695,0,15015
CYP,2021-W04,ALL,888005,4433,2848,0,0,7281,16753,5543,0,22296
CYP,2021-W05,ALL,888005,3438,4330,0,0,7768,20191,9873,0,30064
CYP,2021-W06,ALL,888005,6644,4605,0,0,11249,26835,14478,0,41313
CYP,2021-W07,ALL,888005,9731,4399,0,0,14130,36566,18877,0,55443
CYP,2021-W08,ALL,888005,16285,3663,0,0,19948,52851,22540,0,75391
CYP,2021-W09,ALL,888005,14821,5990,0,0,20811,67672,28530,0,96202
CYP,2021-W10,ALL,888005,20532,4072,0,0,24604,88204,32602,0,120806
CYP,2021-W11,ALL,888005,3511,4358,0,0,7869,91715,36960,0,128675
CYP,2021-W12,ALL,888005,12224,3924,0,0,16148,103939,40884,0,144823
CYP,2021-W13,ALL,888005,8059,5812,0,0,13871,111998,46696,0,158694
CYP,2021-W14,ALL,888005,18367,5455,0,0,23822,130365,52151,0,182516
CYP,2021-W15,ALL,888005,19542,5692,0,0,25234,149907,57843,0,207750
CYP,2021-W16,ALL,888005,28741,2488,0,0,31229,178648,60331,0,238979
CYP,2021-W17,ALL,888005,43246,9129,0,0,52375,221894,69460,0,291354
CYP,2021-W18,ALL,888005,48677,15208,0,0,63885,270571,84668,0,355239
CYP,2021-W19,ALL,888005,53895,24656,0,0,78551,324466,109324,0,433790
CYP,2021-W20,ALL,888005,30151,52226,0,0,82377,354617,161550,0,516167
CYP,2021-W21,ALL,888005,22525,48647,0,0,71172,377142,210197,0,587339
CYP,2021-W22,ALL,888005,16248,36287,0,0,52535,393390,246484,0,639874
CYP,2021-W23,ALL,888005,23374,29887,0,0,53261,416764,276371,0,693135
CYP,2021-W24,ALL,888005,27942,30539,0,0,58481,444706,306910,0,751616
CYP,2021-W25,ALL,888005,9088,27723,0,0,36811,453794,334633,0,788427
CYP,2021-W26,ALL,888005,9876,36176,0,0,46052,463670,370809,0,834479
CYP,2021-W27,ALL,888005,10365,39652,0,0,50017,474035,410461,0,884496
CYP,2021-W28,ALL,888005,19973,15923,0,0,35896,494008,426384,0,920392
CYP,2021-W29,ALL,888005,17078,11312,0,0,28390,511086,437696,0,948782
CYP,2021-W30,ALL,888005,13954,11671,0,0,25625,525040,449367,0,974407
CYP,2021-W31,ALL,888005,12254,18336,0,0,30590,537294,467703,0,1004997
CYP,2021-W32,ALL,888005,6861,15977,0,0,22838,544155,483680,0,1027835
CYP,2021-W33,ALL,888005,6335,12759,0,0,19094,550490,496439,0,1046929
CYP,2021-W34,ALL,888005,5261,11893,0,0,17154,555751,508332,0,1064083
CYP,2021-W35,ALL,888005,5221,6976,134,0,12331,560972,515308,134,1076414
CYP,2021-W36,ALL,888005,5918,6435,1020,0,13373,566890,521743,1154,1089787
CYP,2021-W37,ALL,888005,4059,5190,1792,0,11041,570949,526933,2946,1100828
CYP,2021-W38,ALL,888005,2630,6032,3564,0,12226,573579,532965,6510,1113054
CYP,2021-W39,ALL,888005,1484,5341,5781,0,12606,575063,538306,12291,1125660
CYP,2021-W40,ALL,888005,2203,4352,9036,0,15591,577266,542658,21327,1141251
CYP,2021-W41,ALL,888005,1731,3059,9187,0,13977,578997,545717,30514,1155228
CYP,2021-W42,ALL,888005,2160,1713,6369,0,10242,581157,547430,36883,1165470
CYP,2021-W43,ALL,888005,1672,2181,3048,0,6901,582829,549611,39931,1172371
CYP,2021-W44,ALL,888005,1830,2048,5680,0,9558,584659,551659,45611,1181929
CYP,2021-W45,ALL,888005,2278,2164,10035,0,14477,586937,553823,55646,1196406
CYP,2021-W46,ALL,888005,3243,1945,16507,0,21695,590180,555768,72153,1218101
CYP,2021-W47,ALL,888005,5052,2609,34111,0,41772,595232,558377,106264,1259873
CYP,2021-W48,ALL,888005,5052,3430,40315,0,48797,600284,561807,146579,1308670
CYP,2021-W49,ALL,888005,3833,4294,40311,0,48438,604117,566101,186890,1357108
CYP,2021-W50,ALL,888005,3821,6134,48617,0,58572,607938,572235,235507,1415680
CYP,2021-W51,ALL,888005,1930,4212,31317,0,37459,609868,576447,266824,1453139
CYP,2021-W52,ALL,888005,1538,5029,29111,0,35678,611406,581476,295935,1488817
CYP,2022-W01,ALL,888005,1749,4120,30463,0,36332,613155,585596,326398,1525149
CYP,2022-W02,ALL,888005,2030,2612,32174,0,36816,615185,588208,358572,1561965
CYP,2022-W03,ALL,888005,727,1201,14798,0,16726,615912,589409,373370,1578691
CZE,2020-W52,ALL,10693939,1268,0,0,0,1268,1268,0,0,1268
CZE,2020-W53,ALL,10693939,13028,0,0,0,13028,14296,0,0,14296
CZE,2020-W53,U18,1999465,2,0,0,0,2,2,0,0,2
CZE,2021-W01,ALL,10693939,35808,5,0,0,35813,50104,5,0,50109
CZE,2021-W01,U18,1999465,7,0,0,0,7,9,0,0,9
CZE,2021-W02,ALL,10693939,72116,649,0,0,72765,122220,654,0,122874
CZE,2021-W02,U18,1999465,21,0,0,0,21,30,0,0,30
CZE,2021-W03,ALL,10693939,74886,11755,0,0,86641,197106,12409,0,209515
CZE,2021-W03,U18,1999465,15,2,0,0,17,45,2,0,47
CZE,2021-W04,ALL,10693939,43984,27811,0,0,71795,241090,40220,0,281310
CZE,2021-W04,U18,1999465,18,5,0,0,23,63,7,0,70
CZE,2021-W05,ALL,10693939,24626,57747,0,0,82373,265716,97967,0,363683
CZE,2021-W05,U18,1999465,4,10,0,0,14,67,17,0,84
CZE,2021-W06,ALL,10693939,30475,71921,0,0,102396,296191,169888,0,466079
CZE,2021-W06,U18,1999465,9,22,0,0,31,76,39,0,115
CZE,2021-W07,ALL,10693939,52137,44415,0,0,96552,348328,214303,0,562631
CZE,2021-W07,U18,1999465,14,15,0,0,29,90,54,0,144
CZE,2021-W08,ALL,10693939,76424,31075,0,0,107499,424752,245378,0,670130
CZE,2021-W08,U18,1999465,56,7,0,0,63,146,61,0,207
CZE,2021-W09,ALL,10693939,163593,23308,0,0,186901,588345,268686,0,857031
CZE,2021-W09,U18,1999465,13,2,0,0,15,159,63,0,222
CZE,2021-W10,ALL,10693939,220214,37506,0,0,257720,808559,306192,0,1114751
CZE,2021-W10,U18,1999465,54,15,0,0,69,213,78,0,291
CZE,2021-W11,ALL,10693939,199846,59381,0,0,259227,1008405,365573,0,1373978
CZE,2021-W11,U18,1999465,42,53,0,0,95,255,131,0,386
CZE,2021-W12,ALL,10693939,143265,85938,0,0,229203,1151670,451511,0,1603181
CZE,2021-W12,U18,1999465,51,13,0,0,64,306,144,0,450
CZE,2021-W13,ALL,10693939,105760,134603,0,0,240363,1257430,586114,0,1843544
CZE,2021-W13,U18,1999465,23,43,0,0,66,329,187,0,516
CZE,2021-W14,ALL,10693939,145750,145154,0,0,290904,1403180,731268,0,2134448
CZE,2021-W14,U18,1999465,39,32,0,0,71,368,219,0,587
CZE,2021-W15,ALL,10693939,235605,143940,0,0,379545,1638785,875208,0,2513993
CZE,2021-W15,U18,1999465,89,58,0,0,147,457,277,0,734
CZE,2021-W16,ALL,10693939,271221,84086,0,0,355307,1910006,959294,0,2869300
CZE,2021-W16,U18,1999465,189,23,0,0,212,646,300,0,946
CZE,2021-W17,ALL,10693939,323406,59299,0,0,382705,2233412,1018593,0,3252005
CZE,2021-W17,U18,1999465,177,19,0,0,196,823,319,0,1142
CZE,2021-W18,ALL,10693939,418291,37973,0,0,456264,2651703,1056566,0,3708269
CZE,2021-W18,U18,1999465,240,28,0,0,268,1063,347,0,1410
CZE,2021-W19,ALL,10693939,449936,37871,0,0,487807,3101639,1094437,0,4196076
CZE,2021-W19,U18,1999465,260,28,0,0,288,1323,375,0,1698
CZE,2021-W20,ALL,10693939,420868,103709,0,0,524577,3522507,1198146,0,4720653
CZE,2021-W20,U18,1999465,330,38,0,0,368,1653,413,0,2066
CZE,2021-W21,ALL,10693939,341370,223144,0,0,564514,3863877,1421290,0,5285167
CZE,2021-W21,U18,1999465,304,83,0,0,387,1957,496,0,2453
CZE,2021-W22,ALL,10693939,358972,289066,0,0,648038,4222849,1710356,0,5933205
CZE,2021-W22,U18,1999465,1312,202,0,0,1514,3269,698,0,3967
CZE,2021-W23,ALL,10693939,342216,339277,0,0,681493,4565065,2049633,0,6614698
CZE,2021-W23,U18,1999465,6662,202,0,0,6864,9931,900,0,10831
