ccode,week,group,denom,dose1,dose2,dose3,doseX,doses,cumDose1,cumDose2,cumDose3,cumDoses
NLD,2021-W04,U18,3337245,0,1,0,0,1,4,1,0,5
NLD,2021-W05,ALL,17407585,195915,24008,0,0,219923,544781,26437,0,571218
NLD,2021-W05,U18,3337245,2,0,0,0,2,6,1,0,7
NLD,2021-W06,ALL,17407585,145711,71112,0,0,216823,690492,97549,0,788041
NLD,2021-W06,U18,3337245,7,3,0,0,10,13,4,0,17
NLD,2021-W07,ALL,17407585,183133,66663,0,0,249796,873625,164212,0,1037837
NLD,2021-W07,U18,3337245,8,0,0,0,8,21,4,0,25
NLD,2021-W08,ALL,17407585,231434,113181,0,0,344615,1105059,277393,0,1382452
NLD,2021-W08,U18,3337245,8,1,0,0,9,29,5,0,34
NLD,2021-W09,ALL,17407585,209640,84440,0,0,294080,1314699,361833,0,1676532
NLD,2021-W09,U18,3337245,2,0,0,0,2,31,5,0,36
NLD,2021-W10,ALL,17407585,197459,87727,0,0,285186,1512158,449560,0,1961718
NLD,2021-W10,U18,3337245,4,7,0,0,11,35,12,0,47
NLD,2021-W11,ALL,17407585,86874,127556,0,0,214430,1599032,577116,0,2176148
NLD,2021-W11,U18,3337245,0,1,0,0,1,35,13,0,48
NLD,2021-W12,ALL,17407585,199402,98609,0,0,298011,1798434,675725,0,2474159
NLD,2021-W12,U18,3337245,1,0,0,0,1,36,13,0,49
NLD,2021-W13,ALL,17407585,341426,109542,0,0,450968,2139860,785267,0,2925127
NLD,2021-W13,U18,3337245,4,3,0,0,7,40,16,0,56
NLD,2021-W14,ALL,17407585,514063,128995,0,0,643058,2653923,914262,0,3568185
NLD,2021-W14,U18,3337245,0,0,0,0,0,40,16,0,56
NLD,2021-W15,ALL,17407585,714955,91269,0,0,806224,3368878,1005531,0,4374409
NLD,2021-W15,U18,3337245,8,0,0,0,8,48,16,0,64
NLD,2021-W16,ALL,17407585,534821,118197,0,0,653018,3903699,1123728,0,5027427
NLD,2021-W16,U18,3337245,63,1,0,0,64,111,17,0,128
NLD,2021-W17,ALL,17407585,593987,92622,0,0,686609,4497686,1216350,0,5714036
NLD,2021-W17,U18,3337245,113,0,0,0,113,224,17,0,241
NLD,2021-W18,ALL,17407585,569822,274012,0,0,843834,5067508,1490362,0,6557870
NLD,2021-W18,U18,3337245,71,8,0,0,79,295,25,0,320
NLD,2021-W19,ALL,17407585,691678,316451,0,0,1008129,5759186,1806813,0,7565999
NLD,2021-W19,U18,3337245,82,7,0,0,89,377,32,0,409
NLD,2021-W20,ALL,17407585,509599,522920,0,0,1032519,6268785,2329733,0,8598518
NLD,2021-W20,U18,3337245,39,9,0,0,48,416,41,0,457
NLD,2021-W21,ALL,17407585,491078,518908,0,0,1009986,6759863,2848641,0,9608504
NLD,2021-W21,U18,3337245,100,60,0,0,160,516,101,0,617
NLD,2021-W22,ALL,17407585,579940,603743,0,0,1183683,7339803,3452384,0,10792187
NLD,2021-W22,U18,3337245,142,106,0,0,248,658,207,0,865
NLD,2021-W23,ALL,17407585,1017150,641310,0,0,1658460,8356953,4093694,0,12450647
NLD,2021-W23,U18,3337245,265,70,0,0,335,923,277,0,1200
NLD,2021-W24,ALL,17407585,743648,671503,0,0,1415151,9100601,4765197,0,13865798
NLD,2021-W24,U18,3337245,189,91,0,0,280,1112,368,0,1480
NLD,2021-W25,ALL,17407585,814739,614362,0,0,1429101,9915340,5379559,0,15294899
NLD,2021-W25,U18,3337245,2430,36,0,0,2466,3542,404,0,3946
NLD,2021-W26,ALL,17407585,924867,531624,0,0,1456491,10840207,5911183,0,16751390
NLD,2021-W26,U18,3337245,16166,91,0,0,16257,19708,495,0,20203
NLD,2021-W27,ALL,17407585,701881,415743,0,0,1117624,11542088,6326926,0,17869014
NLD,2021-W27,U18,3337245,128351,156,0,0,128507,148059,651,0,148710
NLD,2021-W28,ALL,17407585,111006,874299,0,0,985305,11653094,7201225,0,18854319
NLD,2021-W28,U18,3337245,115900,307,0,0,116207,263959,958,0,264917
NLD,2021-W29,ALL,17407585,80377,654885,0,0,735262,11733471,7856110,0,19589581
NLD,2021-W29,U18,3337245,114520,512,0,0,115032,378479,1470,0,379949
NLD,2021-W30,ALL,17407585,71517,641139,0,0,712656,11804988,8497249,0,20302237
NLD,2021-W30,U18,3337245,83436,14647,0,0,98083,461915,16117,0,478032
NLD,2021-W31,ALL,17407585,51868,698194,0,0,750062,11856856,9195443,0,21052299
NLD,2021-W31,U18,3337245,40097,38074,0,0,78171,502012,54191,0,556203
NLD,2021-W32,ALL,17407585,45706,536608,0,0,582314,11902562,9732051,0,21634613
NLD,2021-W32,U18,3337245,30784,111357,0,0,142141,532796,165548,0,698344
NLD,2021-W33,ALL,17407585,42951,121514,0,0,164465,11945513,9853565,0,21799078
NLD,2021-W33,U18,3337245,29215,102821,0,0,132036,562011,268369,0,830380
NLD,2021-W34,ALL,17407585,38562,97542,0,0,136104,11984075,9951107,0,21935182
NLD,2021-W34,U18,3337245,25186,106563,0,0,131749,587197,374932,0,962129
NLD,2021-W35,ALL,17407585,33975,81699,0,0,115674,12018050,10032806,0,22050856
NLD,2021-W35,U18,3337245,18755,75790,0,0,94545,605952,450722,0,1056674
NLD,2021-W36,ALL,17407585,31288,53334,0,0,84622,12049338,10086140,0,22135478
NLD,2021-W36,U18,3337245,16171,28836,0,0,45007,622123,479558,0,1101681
NLD,2021-W37,ALL,17407585,47256,54043,0,0,101299,12096594,10140183,0,22236777
NLD,2021-W37,U18,3337245,21310,26136,0,0,47446,643433,505694,0,1149127
NLD,2021-W38,ALL,17407585,51576,48939,0,0,100515,12148170,10189122,0,22337292
NLD,2021-W38,U18,3337245,19133,21367,0,0,40500,662566,527061,0,1189627
NLD,2021-W39,ALL,17407585,48545,40812,0,0,89357,12196715,10229934,0,22426649
NLD,2021-W39,U18,3337245,16288,18260,0,0,34548,678854,545321,0,1224175
NLD,2021-W40,ALL,17407585,30548,40212,2476,0,73236,12227263,10270146,2476,22499885
NLD,2021-W40,U18,3337245,11897,19102,0,0,30999,690751,564423,0,1255174
NLD,2021-W41,ALL,17407585,23919,40059,16871,0,80849,12251182,10310205,19347,22580734
NLD,2021-W41,U18,3337245,8542,17082,0,0,25624,699293,581505,0,1280798
NLD,2021-W42,ALL,17407585,24680,35187,22824,0,82691,12275862,10345392,42171,22663425
NLD,2021-W42,U18,3337245,10524,15173,0,0,25697,709817,596678,0,1306495
NLD,2021-W43,ALL,17407585,33840,35442,19648,0,88930,12309702,10380834,61819,22752355
NLD,2021-W43,U18,3337245,10108,13556,0,0,23664,719925,610234,0,1330159
NLD,2021-W44,ALL,17407585,56797,31142,13717,0,101656,12366499,10411976,75536,22854011
NLD,2021-W44,U18,3337245,14141,9351,0,0,23492,734066,619585,0,1353651
NLD,2021-W45,ALL,17407585,52236,33320,13556,0,99112,12418735,10445296,89092,22953123
NLD,2021-W45,U18,3337245,14766,10116,0,0,24882,748832,629701,0,1378533
NLD,2021-W46,ALL,17407585,37888,34918,21286,0,94092,12456623,10480214,110378,23047215
NLD,2021-W46,U18,3337245,11358,9898,0,0,21256,760190,639599,0,1399789
NLD,2021-W47,ALL,17407585,25011,43889,235616,0,304516,12481634,10524103,345994,23351731
NLD,2021-W47,U18,3337245,7816,12279,0,0,20095,768006,651878,0,1419884
NLD,2021-W48,ALL,17407585,18712,43971,304909,0,367592,12500346,10568074,650903,23719323
NLD,2021-W48,U18,3337245,5928,12594,0,0,18522,773934,664472,0,1438406
NLD,2021-W49,ALL,17407585,13782,42720,520759,0,577261,12514128,10610794,1171662,24296584
NLD,2021-W49,U18,3337245,4599,11485,0,0,16084,778533,675957,0,1454490
NLD,2021-W50,ALL,17407585,10923,35726,800498,0,847147,12525051,10646520,1972160,25143731
NLD,2021-W50,U18,3337245,4337,8649,0,0,12986,782870,684606,0,1467476
NLD,2021-W51,ALL,17407585,5650,21118,1206809,0,1233577,12530701,10667638,3178969,26377308
NLD,2021-W51,U18,3337245,2879,5096,0,0,7975,785749,689702,0,1475451
NLD,2021-W52,ALL,17407585,5329,18535,1569541,0,1593405,12536030,10686173,4748510,27970713
NLD,2021-W52,U18,3337245,3227,5073,0,0,8300,788976,694775,0,1483751
NLD,2022-W01,ALL,17407585,7993,19296,1887092,0,1914381,12544023,10705469,6635602,29885094
NLD,2022-W01,U18,3337245,5551,5886,0,0,11437,794527,700661,0,1495188
NLD,2022-W02,ALL,17407585,7144,15521,1117106,0,1139771,12551167,10720990,7752708,31024865
NLD,2022-W02,U18,3337245,3338,4059,0,0,7397,797865,704720,0,1502585
NLD,2022-W03,ALL,17407585,2892,5754,237330,0,245976,12554059,10726744,7990038,31270841
NLD,2022-W03,U18,3337245,3575,1298,0,0,4873,801440,706018,0,1507458
NOR,2020-W52,ALL,5367580,68,0,0,0,68,68,0,0,68
NOR,2020-W53,ALL,5367580,2313,0,0,0,2313,2381,0,0,2381
NOR,2020-W53,U18,1118608,1,0,0,0,1,1,0,0,1
NOR,2021-W01,ALL,5367580,21182,30,0,0,21212,23563,30,0,23593
NOR,2021-W01,U18,1118608,2,0,0,0,2,3,0,0,3
NOR,2021-W02,ALL,5367580,29211,53,0,0,29264,52774,83,0,52857
NOR,2021-W02,U18,1118608,31,0,0,0,31,34,0,0,34
NOR,2021-W03,ALL,5367580,28674,2058,0,0,30732,81448,2141,0,83589
NOR,2021-W03,U18,1118608,5,1,0,0,6,39,1,0,40
NOR,2021-W04,ALL,5367580,30013,19381,0,0,49394,111461,21522,0,132983
NOR,2021-W04,U18,1118608,6,1,0,0,7,45,2,0,47
NOR,2021-W05,ALL,5367580,70398,27682,0,0,98080,181859,49204,0,231063
NOR,2021-W05,U18,1118608,4,1,0,0,5,49,3,0,52
NOR,2021-W06,ALL,5367580,59547,26587,0,0,86134,241406,75791,0,317197
NOR,2021-W06,U18,1118608,10,4,0,0,14,59,7,0,66
NOR,2021-W07,ALL,5367580,59676,30448,0,0,90124,301082,106239,0,407321
NOR,2021-W07,U18,1118608,13,6,0,0,19,72,13,0,85
NOR,2021-W08,ALL,5367580,40694,66541,0,0,107235,341776,172780,0,514556
NOR,2021-W08,U18,1118608,29,2,0,0,31,101,15,0,116
NOR,2021-W09,ALL,5367580,64225,49433,0,0,113658,406001,222213,0,628214
NOR,2021-W09,U18,1118608,29,5,0,0,34,130,20,0,150
NOR,2021-W10,ALL,5367580,54322,48966,1,0,103289,460323,271179,1,731503
NOR,2021-W10,U18,1118608,34,11,0,0,45,164,31,0,195
NOR,2021-W11,ALL,5367580,59215,6094,1,0,65310,519538,277273,2,796813
NOR,2021-W11,U18,1118608,24,2,0,0,26,188,33,0,221
NOR,2021-W12,ALL,5367580,113139,9225,2,0,122366,632677,286498,4,919179
NOR,2021-W12,U18,1118608,38,2,0,0,40,226,35,0,261
NOR,2021-W13,ALL,5367580,90329,15242,2,0,105573,723006,301740,6,1024752
NOR,2021-W13,U18,1118608,73,6,0,0,79,299,41,0,340
NOR,2021-W14,ALL,5367580,168082,12139,4,0,180225,891088,313879,10,1204977
NOR,2021-W14,U18,1118608,135,9,0,0,144,434,50,0,484
NOR,2021-W15,ALL,5367580,196983,4952,8,0,201943,1088071,318831,18,1406920
NOR,2021-W15,U18,1118608,136,20,0,0,156,570,70,0,640
NOR,2021-W16,ALL,5367580,157476,8752,3,0,166231,1245547,327583,21,1573151
NOR,2021-W16,U18,1118608,148,31,0,0,179,718,101,0,819
NOR,2021-W17,ALL,5367580,164242,62593,7,0,226842,1409789,390176,28,1799993
NOR,2021-W17,U18,1118608,158,63,0,0,221,876,164,0,1040
NOR,2021-W18,ALL,5367580,106129,107006,15,0,213150,1515918,497182,43,2013143
NOR,2021-W18,U18,1118608,135,67,0,0,202,1011,231,0,1242
NOR,2021-W19,ALL,5367580,90338,111747,24,0,202109,1606256,608929,67,2215252
NOR,2021-W19,U18,1118608,282,76,0,0,358,1293,307,0,1600
NOR,2021-W20,ALL,5367580,29355,199487,30,0,228872,1635611,808416,97,2444124
NOR,2021-W20,U18,1118608,143,114,0,0,257,1436,421,0,1857
NOR,2021-W21,ALL,5367580,30468,227079,36,0,257583,1666079,1035495,133,2701707
NOR,2021-W21,U18,1118608,96,98,0,0,194,1532,519,0,2051
NOR,2021-W22,ALL,5367580,169645,180610,27,0,350282,1835724,1216105,160,3051989
NOR,2021-W22,U18,1118608,223,214,0,0,437,1755,733,0,2488
NOR,2021-W23,ALL,5367580,150916,161783,26,0,312725,1986640,1377888,186,3364714
NOR,2021-W23,U18,1118608,396,204,0,0,600,2151,937,0,3088
NOR,2021-W24,ALL,5367580,215272,100791,38,0,316101,2201912,1478679,224,3680815
NOR,2021-W24,U18,1118608,1957,153,0,0,2110,4108,1090,0,5198
NOR,2021-W25,ALL,5367580,281808,82954,34,0,364796,2483720,1561633,258,4045611
NOR,2021-W25,U18,1118608,2060,139,0,0,2199,6168,1229,0,7397
NOR,2021-W26,ALL,5367580,349691,23853,35,0,373579,2833411,1585486,293,4419190
NOR,2021-W26,U18,1118608,6288,71,0,0,6359,12456,1300,0,13756
NOR,2021-W27,ALL,5367580,245920,25943,381,0,272244,3079331,1611429,674,4691434
NOR,2021-W27,U18,1118608,4032,114,0,0,4146,16488,1414,0,17902
NOR,2021-W28,ALL,5367580,143927,80789,45,0,224761,3223258,1692218,719,4916195
NOR,2021-W28,U18,1118608,2096,220,0,0,2316,18584,1634,0,20218
NOR,2021-W29,ALL,5367580,183184,62235,33,0,245452,3406442,1754453,752,5161647
NOR,2021-W29,U18,1118608,3119,276,0,0,3395,21703,1910,0,23613
NOR,2021-W30,ALL,5367580,185267,76556,33,0,261856,3591709,1831009,785,5423503
NOR,2021-W30,U18,1118608,2627,520,0,0,3147,24330,2430,0,26760
NOR,2021-W31,ALL,5367580,111876,142171,46,0,254093,3703585,1973180,831,5677596
NOR,2021-W31,U18,1118608,1672,786,0,0,2458,26002,3216,0,29218
NOR,2021-W32,ALL,5367580,55460,264113,58,0,319631,3759045,2237293,889,5997227
NOR,2021-W32,U18,1118608,910,1338,0,0,2248,26912,4554,0,31466
NOR,2021-W33,ALL,5367580,31959,343676,211,0,375846,3791004,2580969,1100,6373073
NOR,2021-W33,U18,1118608,1250,2859,0,0,4109,28162,7413,0,35575
NOR,2021-W34,ALL,5367580,30023,431491,307,0,461821,3821027,3012460,1407,6834894
NOR,2021-W34,U18,1118608,14604,4428,0,0,19032,42766,11841,0,54607
NOR,2021-W35,ALL,5367580,25681,283575,237,0,309493,3846708,3296035,1644,7144387
NOR,2021-W35,U18,1118608,35583,3281,0,0,38864,78349,15122,0,93471
NOR,2021-W36,ALL,5367580,17256,165397,286,0,182939,3863964,3461432,1930,7327326
NOR,2021-W36,U18,1118608,44905,2123,0,0,47028,123254,17245,0,140499
NOR,2021-W37,ALL,5367580,13220,87939,3567,0,104726,3877184,3549371,5497,7432052
NOR,2021-W37,U18,1118608,79881,1097,0,0,80978,203135,18342,0,221477
NOR,2021-W38,ALL,5367580,9820,58656,7114,0,75590,3887004,3608027,12611,7507642
NOR,2021-W38,U18,1118608,58546,926,0,0,59472,261681,19268,0,280949
NOR,2021-W39,ALL,5367580,8749,46918,8461,0,64128,3895753,3654945,21072,7571770
NOR,2021-W39,U18,1118608,23795,881,0,0,24676,285476,20149,0,305625
NOR,2021-W40,ALL,5367580,5389,26334,15528,0,47251,3901142,3681279,36600,7619021
NOR,2021-W40,U18,1118608,7141,502,0,0,7643,292617,20651,0,313268
NOR,2021-W41,ALL,5367580,3303,15387,24913,0,43603,3904445,3696666,61513,7662624
NOR,2021-W41,U18,1118608,3420,625,0,0,4045,296037,21276,0,317313
NOR,2021-W42,ALL,5367580,3580,13922,16362,0,33864,3908025,3710588,77875,7696488
NOR,2021-W42,U18,1118608,3007,2211,0,0,5218,299044,23487,0,322531
NOR,2021-W43,ALL,5367580,3724,11969,18821,0,34514,3911749,3722557,96696,7731002
NOR,2021-W43,U18,1118608,1824,5181,0,0,7005,300868,28668,0,329536
NOR,2021-W44,ALL,5367580,4792,10666,54498,0,69956,3916541,3733223,151194,7800958
NOR,2021-W44,U18,1118608,2128,4082,0,0,6210,302996,32750,0,335746
NOR,2021-W45,ALL,5367580,4894,9882,94739,0,109515,3921435,3743105,245933,7910473
NOR,2021-W45,U18,1118608,2378,6520,0,0,8898,305374,39270,0,344644
NOR,2021-W46,ALL,5367580,5707,9160,122104,0,136971,3927142,3752265,368037,8047444
NOR,2021-W46,U18,1118608,2078,10200,0,0,12278,307452,49470,0,356922
NOR,2021-W47,ALL,5367580,5996,9617,183025,0,198638,3933138,3761882,551062,8246082
NOR,2021-W47,U18,1118608,2488,18031,0,0,20519,309940,67501,0,377441
NOR,2021-W48,ALL,5367580,5297,9357,201658,0,216312,3938435,3771239,752720,8462394
NOR,2021-W48,U18,1118608,3234,22256,0,0,25490,313174,89757,0,402931
NOR,2021-W49,ALL,5367580,6292,11160,244084,0,261536,3944727,3782399,996804,8723930
NOR,2021-W49,U18,1118608,3130,9707,0,0,12837,316304,99464,0,415768
NOR,2021-W50,ALL,5367580,9565,16489,290468,0,316522,3954292,3798888,1287272,9040452
NOR,2021-W50,U18,1118608,4033,6476,0,0,10509,320337,105940,0,426277
NOR,2021-W51,ALL,5367580,5460,9404,166380,0,181244,3959752,3808292,1453652,9221696
NOR,2021-W51,U18,1118608,1969,1487,0,0,3456,322306,107427,0,429733
NOR,2021-W52,ALL,5367580,2130,4945,104496,0,111571,3961882,3813237,1558148,9333267
NOR,2021-W52,U18,1118608,963,681,0,0,1644,323269,108108,0,431377
NOR,2022-W01,ALL,5367580,5498,16871,340516,0,362885,3967380,3830108,1898664,9696152
NOR,2022-W01,U18,1118608,2283,1728,0,0,4011,325552,109836,0,435388
NOR,2022-W02,ALL,5367580,5502,17031,354565,0,377098,3972882,3847139,2253229,10073250
NOR,2022-W02,U18,1118608,2265,1887,0,0,4152,327817,111723,0,439540
POL,2020-W52,ALL,37958138,2215,0,0,0,2215,2215,0,0,2215
POL,2020-W53,ALL,37958138,50112,3,1,0,50116,52327,3,1,52331
POL,2021-W01,ALL,37958138,161138,20,0,0,161158,213465,23,1,213489
POL,2021-W02,ALL,37958138,272466,651,0,0,273117,485931,674,1,486606
POL,2021-W03,ALL,37958138,195790,47890,2,0,243682,681721,48564,3,730288
POL,2021-W04,ALL,37958138,318209,155239,2,0,473450,999930,203803,5,1203738
POL,2021-W05,ALL,37958138,242110,254159,0,0,496269,1242040,457962,5,1700007
POL,2021-W06,ALL,37958138,276584,200600,1,0,477185,1518624,658562,6,2177192
POL,2021-W07,ALL,37958138,308374,289119,2,0,597495,1826998,947681,8,2774687
POL,2021-W08,ALL,37958138,363173,255990,1,0,619164,2190171,1203671,9,3393851
POL,2021-W09,ALL,37958138,394036,243729,4,0,637769,2584207,1447400,13,4031620
POL,2021-W10,ALL,37958138,369034,173374,1,0,542409,2953241,1620774,14,4574029
POL,2021-W11,ALL,37958138,316188,177693,1,0,493882,3269429,1798467,15,5067911
POL,2021-W12,ALL,37958138,662103,209184,1,0,871288,3931532,2007651,16,5939199
POL,2021-W13,ALL,37958138,708378,81004,1,0,789383,4639910,2088655,17,6728582
POL,2021-W14,ALL,37958138,1000249,31747,0,0,1031996,5640159,2120402,17,7760578
POL,2021-W15,ALL,37958138,1011769,188406,1,0,1200176,6651928,2308808,18,8960754
POL,2021-W16,ALL,37958138,1143825,282627,0,0,1426452,7795753,2591435,18,10387206
POL,2021-W17,ALL,37958138,1268621,399879,3,0,1668503,9064374,2991314,21,12055709
POL,2021-W18,ALL,37958138,1289579,537774,0,0,1827353,10353953,3529088,21,13883062
POL,2021-W19,ALL,37958138,1297240,831292,0,0,2128532,11651193,4360380,21,16011594
POL,2021-W20,ALL,37958138,1140147,866528,0,0,2006675,12791340,5226908,21,18018269
POL,2021-W21,ALL,37958138,844374,1078603,1,0,1922978,13635714,6305511,22,19941247
POL,2021-W22,ALL,37958138,921611,1254870,1,0,2176482,14557325,7560381,23,22117729
POL,2021-W23,ALL,37958138,790228,1477940,0,0,2268168,15347553,9038321,23,24385897
POL,2021-W24,ALL,37958138,551039,1378824,0,0,1929863,15898592,10417145,23,26315760
POL,2021-W25,ALL,37958138,412338,1352720,0,0,1765058,16310930,11769865,23,28080818
POL,2021-W26,ALL,37958138,358189,1044455,0,0,1402644,16669119,12814320,23,29483462
POL,2021-W27,ALL,37958138,266539,1073546,1,0,1340086,16935658,13887866,24,30823548
POL,2021-W28,ALL,37958138,275216,845733,1,0,1120950,17210874,14733599,25,31944498
POL,2021-W29,ALL,37958138,255983,548528,0,0,804511,17466857,15282127,25,32749009
POL,2021-W30,ALL,37958138,257866,348520,4,0,606390,17724723,15630647,29,33355399
POL,2021-W31,ALL,37958138,228768,234279,2,0,463049,17953491,15864926,31,33818448
POL,2021-W32,ALL,37958138,203296,164438,4,0,367738,18156787,16029364,35,34186186
POL,2021-W33,ALL,37958138,169054,157237,5,0,326296,18325841,16186601,40,34512482
POL,2021-W34,ALL,37958138,161164,141592,3,0,302759,18487005,16328193,43,34815241
POL,2021-W35,ALL,37958138,130322,115387,1270,0,246979,18617327,16443580,1313,35062220
POL,2021-W36,ALL,37958138,110989,89704,3769,0,204462,18728316,16533284,5082,35266682
POL,2021-W37,ALL,37958138,97893,78133,6323,0,182349,18826209,16611417,11405,35449031
POL,2021-W38,ALL,37958138,97661,70468,39940,0,208069,18923870,16681885,51345,35657100
POL,2021-W39,ALL,37958138,82697,64133,215091,0,361921,19006567,16746018,266436,36019021
POL,2021-W40,ALL,37958138,75885,53596,226849,0,356330,19082452,16799614,493285,36375351
POL,2021-W41,ALL,37958138,70459,49413,183894,0,303766,19152911,16849027,677179,36679117
POL,2021-W42,ALL,37958138,77536,45401,191152,0,314089,19230447,16894428,868331,36993206
POL,2021-W43,ALL,37958138,94187,43632,193544,0,331363,19324634,16938060,1061875,37324569
POL,2021-W44,ALL,37958138,91762,37620,251719,0,381101,19416396,16975680,1313594,37705670
POL,2021-W45,ALL,37958138,100264,33448,270506,0,404218,19516660,17009128,1584100,38109888
POL,2021-W46,ALL,37958138,130210,53401,465439,0,649050,19646870,17062529,2049539,38758938
POL,2021-W47,ALL,37958138,163928,49810,730390,0,944128,19810798,17112339,2779929,39703066
POL,2021-W48,ALL,37958138,157814,57682,1058783,0,1274279,19968612,17170021,3838712,40977345
POL,2021-W49,ALL,37958138,150734,71211,1087160,0,1309105,20119346,17241232,4925872,42286450
POL,2021-W50,ALL,37958138,119954,86528,991427,0,1197909,20239300,17327760,5917299,43484359
POL,2021-W51,ALL,37958138,57400,49993,429055,0,536448,20296700,17377753,6346354,44020807
POL,2021-W52,ALL,37958138,55366,79993,579348,0,714707,20352066,17457746,6925702,44735514
POL,2022-W01,ALL,37958138,71399,98494,849056,0,1018949,20423465,17556240,7774758,45754463
POL,2022-W02,ALL,37958138,80014,67014,974575,0,1121603,20503479,17623254,8749333,46876066
POL,2022-W03,ALL,37958138,39248,27372,451849,0,518469,20542727,17650626,9201182,47394535
PRT,2020-W52,ALL,10295909,5142,1,0,0,5143,5142,1,0,5143
PRT,2020-W53,ALL,10295909,30939,18,0,1,30958,36081,19,0,36101
PRT,2021-W01,ALL,10295909,49224,119,0,2,49345,85305,138,0,85446
PRT,2021-W02,ALL,10295909,50388,1238,0,2,51628,135693,1376,0,137074
PRT,2021-W03,ALL,10295909,122862,32755,0,94,155711,258555,34131,0,292785
PRT,2021-W04,ALL,10295909,42476,45971,0,72,88519,301031,80102,0,381304
PRT,2021-W05,ALL,10295909,24526,37715,0,4,62245,325557,117817,0,443549
PRT,2021-W06,ALL,10295909,41346,99811,0,23,141180,366903,217628,0,584729
PRT,2021-W07,ALL,10295909,104131,50638,0,11,154780,471034,268266,0,739509
PRT,2021-W08,ALL,10295909,177818,20961,0,5,198784,648852,289227,0,938293
PRT,2021-W09,ALL,10295909,140404,33990,0,5,174399,789256,323217,0,1112692
PRT,2021-W10,ALL,10295909,97774,52443,0,7,150224,887030,375660,0,1262916
PRT,2021-W11,ALL,10295909,83588,110811,0,6,194405,970618,486471,0,1457321
PRT,2021-W12,ALL,10295909,259319,22545,0,7,281871,1229937,509016,0,1739192
PRT,2021-W13,ALL,10295909,139706,85767,0,7,225480,1369643,594783,0,1964672
PRT,2021-W14,ALL,10295909,258611,54576,0,11,313198,1628254,649359,0,2277870
PRT,2021-W15,ALL,10295909,427780,55638,0,12,483430,2056034,704997,0,2761300
PRT,2021-W16,ALL,10295909,213132,140569,0,22,353723,2269166,845566,0,3115023
PRT,2021-W17,ALL,10295909,349459,90116,0,14,439589,2618625,935682,0,3554612
PRT,2021-W18,ALL,10295909,385906,209223,0,26,595155,3004531,1144905,0,4149767
PRT,2021-W19,ALL,10295909,309316,289900,0,26,599242,3313847,1434805,0,4749009
PRT,2021-W20,ALL,10295909,331621,198301,0,30,529952,3645468,1633106,0,5278961
PRT,2021-W21,ALL,10295909,283530,282021,0,85,565636,3928998,1915127,0,5844597
PRT,2021-W22,ALL,10295909,289218,284947,0,31,574196,4218216,2200074,0,6418793
PRT,2021-W23,ALL,10295909,390609,225142,0,43,615794,4608825,2425216,0,7034587
PRT,2021-W24,ALL,10295909,381138,355678,0,56,736872,4989963,2780894,0,7771459
PRT,2021-W25,ALL,10295909,423019,303106,0,64,726189,5412982,3084000,0,8497648
PRT,2021-W26,ALL,10295909,417212,408209,0,131,825552,5830194,3492209,0,9323200
PRT,2021-W27,ALL,10295909,473009,584743,1,78,1057831,6303203,4076952,1,10381031
PRT,2021-W28,ALL,10295909,362627,407346,0,110,770083,6665830,4484298,1,11151114
PRT,2021-W29,ALL,10295909,277888,393289,0,71,671248,6943718,4877587,1,11822362
PRT,2021-W30,ALL,10295909,206927,398843,0,78,605848,7150645,5276430,1,12428210
PRT,2021-W31,ALL,10295909,243611,392210,0,87,635908,7394256,5668640,1,13064118
PRT,2021-W32,ALL,10295909,315850,211317,0,70,527237,7710106,5879957,1,13591355
PRT,2021-W33,ALL,10295909,295001,129210,0,84,424295,8005107,6009167,1,14015650
PRT,2021-W34,ALL,10295909,203855,95051,0,55,298961,8208962,6104218,1,14314611
PRT,2021-W35,ALL,10295909,104966,175400,11,78,280455,8313928,6279618,12,14595066
PRT,2021-W36,ALL,10295909,50867,145166,84,123,196240,8364795,6424784,96,14791306
PRT,2021-W37,ALL,10295909,37077,128869,237,148,166331,8401872,6553653,333,14957637
PRT,2021-W38,ALL,10295909,31258,60641,517,213,92629,8433130,6614294,850,15050266
PRT,2021-W39,ALL,10295909,21261,40187,760,276,62484,8454391,6654481,1610,15112750
PRT,2021-W40,ALL,10295909,13301,31929,684,440,46354,8467692,6686410,2294,15159104
PRT,2021-W41,ALL,10295909,15408,29972,29085,41,74506,8483100,6716382,31379,15233610
PRT,2021-W42,ALL,10295909,11735,24410,116578,66,152789,8494835,6740792,147957,15386399
PRT,2021-W43,ALL,10295909,11373,14573,116520,110,142576,8506208,6755365,264477,15528975
PRT,2021-W44,ALL,10295909,8425,10661,109640,93,128819,8514633,6766026,374117,15657794
PRT,2021-W45,ALL,10295909,10967,12617,174784,134,198502,8525600,6778643,548901,15856296
PRT,2021-W46,ALL,10295909,16199,11192,250389,266,278046,8541799,6789835,799290,16134342
PRT,2021-W47,ALL,10295909,17210,10768,430871,234,459083,8559009,6800603,1230161,16593425
PRT,2021-W48,ALL,10295909,22905,11898,455480,211,490494,8581914,6812501,1685641,17083919
PRT,2021-W49,ALL,10295909,19573,14586,467374,176,501709,8601487,6827087,2153015,17585628
PRT,2021-W50,ALL,10295909,11628,11431,290089,177,313325,8613115,6838518,2443104,17898953
PRT,2021-W51,ALL,10295909,8762,11812,251139,129,271842,8621877,6850330,2694243,18170795
