ccode,date,dayNum,fullVacPct,dosesPerPerson
SVN,2021-07-30,91,40.31,0.82
SVN,2021-08-06,98,41.44,0.84
SVN,2021-08-13,105,42.49,0.85
SVN,2021-08-20,112,43.56,0.87
SVN,2021-08-27,119,44.54,0.89
SVN,2021-09-03,126,45.37,0.9
SVN,2021-09-10,133,46.35,0.92
SVN,2021-09-17,140,47.92,0.96
SVN,2021-09-24,147,49,0.99
SVN,2021-10-01,154,49.99,1
SVN,2021-10-08,161,51.66,1.03
SVN,2021-10-15,168,52.82,1.04
SVN,2021-10-22,175,53.41,1.05
SVN,2021-10-29,182,53.75,1.06
SVN,2021-11-05,189,54.03,1.09
SVN,2021-11-12,196,54.36,1.13
SVN,2021-11-19,203,54.71,1.18
SVN,2021-11-26,210,55.09,1.21
SVN,2021-12-03,217,55.64,1.24
SVN,2021-12-10,224,56.24,1.26
SVN,2021-12-17,231,56.66,1.28
SVN,2021-12-24,238,57.07,1.32
SVN,2021-12-31,245,57.25,1.33
ESP,2021-04-30,0,10.03,0.35
ESP,2021-05-07,7,12.74,0.41
ESP,2021-05-14,14,14.92,0.46
ESP,2021-05-21,21,16.83,0.51
ESP,2021-05-28,28,18.83,0.56
ESP,2021-06-04,35,21.94,0.62
ESP,2021-06-11,42,26.21,0.69
ESP,2021-06-18,49,29.82,0.76
ESP,2021-06-25,56,34,0.83
ESP,2021-07-02,63,39.5,0.92
ESP,2021-07-09,70,44.92,1
ESP,2021-07-16,77,50,1.07
ESP,2021-07-23,84,54.33,1.14
ESP,2021-07-30,91,57.62,1.2
ESP,2021-08-06,98,60.45,1.25
ESP,2021-08-13,105,63.16,1.3
ESP,2021-08-20,112,66.52,1.35
ESP,2021-08-27,119,69.44,1.39
ESP,2021-09-03,126,72.61,1.43
ESP,2021-09-10,133,75.02,1.46
ESP,2021-09-17,140,76.55,1.48
ESP,2021-09-24,147,77.73,1.49
ESP,2021-10-01,154,78.44,1.5
ESP,2021-10-08,161,78.87,1.51
ESP,2021-10-15,168,79.21,1.52
ESP,2021-10-22,175,79.58,1.52
ESP,2021-10-29,182,79.83,1.54
ESP,2021-11-05,189,79.96,1.55
ESP,2021-11-12,196,80.11,1.57
ESP,2021-11-19,203,80.26,1.6
ESP,2021-11-26,210,80.4,1.63
ESP,2021-12-03,217,80.55,1.65
ESP,2021-12-10,224,80.66,1.66
ESP,2021-12-17,231,80.82,1.77
ESP,2021-12-24,238,80.93,1.79
ESP,2021-12-31,245,81.01,1.79
SWE,2021-04-30,0,7.68,0.31
SWE,2021-05-07,7,7.95,0.35
SWE,2021-05-14,14,9.09,0.4
SWE,2021-05-21,21,10.55,0.44
SWE,2021-05-28,28,12.57,0.48
SWE,2021-06-04,35,15.42,0.53
SWE,2021-06-11,42,19.05,0.59
SWE,2021-06-18,49,23.09,0.66
SWE,2021-06-25,56,27.72,0.73
SWE,2021-07-02,63,31.14,0.8
SWE,2021-07-09,70,34.32,0.87
SWE,2021-07-16,77,36.39,0.93
SWE,2021-07-23,84,37.96,0.98
SWE,2021-07-30,91,39.98,1.02
SWE,2021-08-06,98,42.53,1.06
SWE,2021-08-13,105,45.44,1.1
SWE,2021-08-20,112,48.74,1.15
SWE,2021-08-27,119,52.78,1.2
SWE,2021-09-03,126,56.55,1.24
SWE,2021-09-10,133,59.47,1.28
SWE,2021-09-17,140,61.6,1.31
SWE,2021-09-24,147,63.33,1.33
SWE,2021-10-01,154,64.61,1.35
SWE,2021-10-08,161,65.68,1.37
SWE,2021-10-15,168,66.43,1.38
SWE,2021-10-22,175,67.02,1.4
SWE,2021-10-29,182,67.49,1.42
SWE,2021-11-05,189,67.96,1.44
SWE,2021-11-12,196,68.27,1.45
SWE,2021-11-19,203,68.81,1.48
SWE,2021-11-26,210,69.45,1.52
SWE,2021-12-03,217,70.21,1.56
SWE,2021-12-10,224,70.91,1.61
SWE,2021-12-17,231,71.6,1.65
SWE,2021-12-24,238,72.21,1.7
SWE,2021-12-31,245,72.65,1.73
