ccode,date,dayNum,caseRate,caseWeek,deathRate,deathWeek,fullVacPct,dosesPerPerson
FRA,2021-12-17,231,127015.781,5308.99,1800.525,15.08,72.11,1.74
FRA,2021-12-24,238,133911.824,6896.04,1817.27,16.74,72.9,1.8
FRA,2021-12-31,245,148586.826,14675.00,1836.27,19.00,73.48,1.84
DEU,2021-04-30,0,40588.151,,990.424,,7.83,0.36
DEU,2021-05-07,7,41927.798,1339.65,1009.041,18.62,9.16,0.41
DEU,2021-05-14,14,42770.94,843.14,1025.382,16.34,10.95,0.47
DEU,2021-05-21,21,43463.403,692.46,1040.554,15.17,13.72,0.53
DEU,2021-05-28,28,43863.389,399.99,1053.153,12.60,17.16,0.59
DEU,2021-06-04,35,44155.712,292.32,1062.592,9.44,20.83,0.65
DEU,2021-06-11,42,44347.916,192.20,1070.566,7.97,25.77,0.72
DEU,2021-06-18,49,44440.764,92.85,1077.157,6.59,30.53,0.79
DEU,2021-06-25,56,44501.121,60.36,1081.663,4.51,34.81,0.86
DEU,2021-07-02,63,44548.379,47.26,1085,3.34,38.36,0.92
DEU,2021-07-09,70,44604.696,56.32,1087.384,2.38,41.99,0.98
DEU,2021-07-16,77,44695.148,90.45,1088.993,1.61,45.8,1.03
DEU,2021-07-23,84,44818.473,123.32,1090.745,1.75,49,1.07
DEU,2021-07-30,91,44992.811,174.34,1092.521,1.78,51.89,1.11
DEU,2021-08-06,98,45206.516,213.71,1093.975,1.45,54.43,1.14
DEU,2021-08-13,105,45528.6,322.08,1095,1.03,56.79,1.17
DEU,2021-08-20,112,46048.55,519.95,1096.299,1.30,58.53,1.19
DEU,2021-08-27,119,46783.885,735.33,1098.027,1.73,59.79,1.21
DEU,2021-09-03,126,47636.062,852.18,1100.482,2.45,60.8,1.23
DEU,2021-09-10,133,48529.442,893.38,1103.736,3.25,61.66,1.24
DEU,2021-09-17,140,49309.163,779.72,1107.598,3.86,62.57,1.26
DEU,2021-09-24,147,49971.186,662.02,1112.866,5.27,63.46,1.28
DEU,2021-10-01,154,50644.066,672.88,1117.765,4.90,64.2,1.29
DEU,2021-10-08,161,51318.353,674.29,1122.544,4.78,64.74,1.3
DEU,2021-10-15,168,52047.777,729.42,1127.586,5.04,65.25,1.31
DEU,2021-10-22,175,53185.923,1138.15,1133.259,5.67,65.71,1.32
DEU,2021-10-29,182,54722.744,1536.82,1140.649,7.39,66.18,1.34
DEU,2021-11-05,189,56684.867,1962.12,1150.077,9.43,66.57,1.35
DEU,2021-11-12,196,59626.96,2942.09,1163.557,13.48,66.99,1.37
DEU,2021-11-19,203,63518.869,3891.91,1179.886,16.33,67.41,1.4
DEU,2021-11-26,210,68364.777,4845.91,1201.221,21.34,67.88,1.45
DEU,2021-12-03,217,73116.3,4751.52,1227.061,25.84,68.4,1.52
DEU,2021-12-10,224,77426.764,4310.46,1257.561,30.50,68.94,1.6
DEU,2021-12-17,231,80544.053,3117.29,1284.999,27.44,69.63,1.69
DEU,2021-12-24,238,83220.486,2676.43,1314.403,29.40,70.25,1.75
DEU,2021-12-31,245,85734.751,2514.26,1336.238,21.84,70.59,1.79
GRC,2021-04-30,0,33269.831,,1000.989,,9.1,0.3
GRC,2021-05-07,7,34531.36,1261.53,1051.998,51.01,11.17,0.34
GRC,2021-05-14,14,36051.501,1520.14,1091.725,39.73,14.56,0.4
GRC,2021-05-21,21,37357.579,1306.08,1127.884,36.16,17.06,0.46
GRC,2021-05-28,28,38463.767,1106.19,1156.619,28.73,18.97,0.52
GRC,2021-06-04,35,39327.64,863.87,1178.121,21.50,21.73,0.58
GRC,2021-06-11,42,39915.543,587.90,1193.839,15.72,25.65,0.64
GRC,2021-06-18,49,40277.33,361.79,1206.663,12.82,29.98,0.71
GRC,2021-06-25,56,40526.975,249.64,1218.234,11.57,33.37,0.76
GRC,2021-07-02,63,40900.14,373.17,1226.72,8.49,37.39,0.83
GRC,2021-07-09,70,41946.641,1046.50,1232.795,6.08,40.52,0.88
GRC,2021-07-16,77,43699.841,1753.20,1237.423,4.63,43.72,0.93
GRC,2021-07-23,84,45502.412,1802.57,1242.148,4.72,46.58,0.97
GRC,2021-07-30,91,47301.511,1799.10,1248.512,6.36,49.35,1.01
GRC,2021-08-06,98,49137.83,1836.32,1258.154,9.64,51.35,1.04
GRC,2021-08-13,105,51294.955,2157.13,1271.075,12.92,52.92,1.06
GRC,2021-08-20,112,53424.792,2129.84,1285.153,14.08,53.97,1.07
GRC,2021-08-27,119,55605.638,2180.85,1307.62,22.47,54.94,1.09
GRC,2021-09-03,126,57506.272,1900.63,1331.919,24.30,55.6,1.11
GRC,2021-09-10,133,58978.201,1471.93,1359.786,27.87,56.24,1.12
GRC,2021-09-17,140,60488.796,1510.60,1387.942,28.16,57.09,1.14
GRC,2021-09-24,147,62006.623,1517.83,1411.567,23.63,58.17,1.16
GRC,2021-10-01,154,63483.18,1476.56,1432.877,21.31,59.21,1.17
GRC,2021-10-08,161,64924.639,1441.46,1453.029,20.15,60.07,1.18
GRC,2021-10-15,168,66523.27,1598.63,1476.943,23.91,60.66,1.19
GRC,2021-10-22,175,68570.567,2047.30,1499.892,22.95,61.08,1.21
GRC,2021-10-29,182,70851.02,2280.45,1528.916,29.02,61.38,1.22
GRC,2021-11-05,189,74658.556,3807.54,1562.086,33.17,61.8,1.24
GRC,2021-11-12,196,79251.765,4593.21,1602.199,40.11,62.24,1.27
GRC,2021-11-19,203,83780.657,4528.89,1655.426,53.23,62.7,1.31
GRC,2021-11-26,210,88211.968,4431.31,1714.341,58.91,63.32,1.35
GRC,2021-12-03,217,92332.018,4120.05,1776.825,62.48,64.07,1.41
GRC,2021-12-10,224,95933.398,3601.38,1840.272,63.45,65,1.48
GRC,2021-12-17,231,99019.097,3085.70,1903.045,62.77,65.94,1.55
GRC,2021-12-24,238,102619.705,3600.61,1956.658,53.61,66.77,1.62
GRC,2021-12-31,245,116756.585,14136.88,2004.677,48.02,67.61,1.67
HUN,2021-04-30,0,80894.218,,2858.578,,20.23,0.62
HUN,2021-05-07,7,81915.583,1021.37,2948.155,89.58,25.46,0.7
HUN,2021-05-14,14,82663.131,747.55,3014.377,66.22,27.58,0.75
HUN,2021-05-21,21,83144.232,481.10,3054.443,40.07,30.8,0.82
HUN,2021-05-28,28,83408.085,263.85,3080.911,26.47,36.74,0.9
HUN,2021-06-04,35,83616.094,208.01,3095.028,14.12,39.59,0.94
HUN,2021-06-11,42,83742.623,126.53,3103.954,8.93,43.16,0.96
HUN,2021-06-18,49,83808.846,66.22,3108.729,4.77,45.26,0.96
HUN,2021-06-25,56,83858.876,50.03,3111.843,3.11,49.08,0.96
HUN,2021-07-02,63,83888.666,29.79,3113.089,1.25,51.04,0.96
HUN,2021-07-09,70,83913.578,24.91,3114.334,1.24,53.21,0.96
HUN,2021-07-16,77,83943.471,29.89,3115.476,1.14,54.69,0.96
HUN,2021-07-23,84,83982.499,39.03,3115.995,0.52,55.3,0.96
HUN,2021-07-30,91,84022.98,40.48,3116.618,0.62,56.35,0.96
HUN,2021-08-06,98,84060.762,37.78,3117.344,0.73,56.88,0.96
HUN,2021-08-13,105,84108.613,47.85,3117.863,0.52,57.07,0.96
HUN,2021-08-20,112,84156.878,48.26,3118.694,0.83,57.11,0.96
HUN,2021-08-27,119,84252.891,96.01,3119.835,1.14,57.14,0.96
HUN,2021-09-03,126,84391.357,138.47,3120.251,0.42,57.21,0.96
HUN,2021-09-10,133,84566.982,175.63,3122.846,2.59,57.52,0.96
HUN,2021-09-17,140,84818.898,251.92,3126.686,3.84,57.76,0.96
HUN,2021-09-24,147,85121.882,302.98,3129.592,2.91,58.29,0.96
HUN,2021-10-01,154,85465.036,343.15,3134.575,4.98,58.66,1.26
HUN,2021-10-08,161,85882.924,417.89,3142.463,7.89,58.9,1.26
HUN,2021-10-15,168,86475.087,592.16,3150.352,7.89,59.11,1.26
HUN,2021-10-22,175,87586.756,1111.67,3164.987,14.64,59.32,1.3
HUN,2021-10-29,182,89620.561,2033.81,3189.587,24.60,59.49,1.31
HUN,2021-11-05,189,92604.214,2983.65,3236.815,47.23,59.67,1.32
HUN,2021-11-12,196,97547.041,4942.83,3307.709,70.89,59.88,1.35
HUN,2021-11-19,203,103640.358,6093.32,3402.475,94.77,60.09,1.37
HUN,2021-11-26,210,110947.688,7307.33,3515.199,112.72,60.45,1.41
HUN,2021-12-03,217,117796.338,6848.65,3645.569,130.37,60.81,1.48
HUN,2021-12-10,224,122784.109,4987.77,3781.232,135.66,61.07,1.52
HUN,2021-12-17,231,126455.731,3671.62,3895.513,114.28,61.48,1.52
HUN,2021-12-24,238,128431.513,1975.78,3976.163,80.65,61.84,1.56
HUN,2021-12-31,245,130412.484,1980.97,4067.401,91.24,62.09,1.56
IRL,2021-04-30,0,49944.771,,983.964,,9.62,0.34
IRL,2021-05-07,7,50553.653,608.88,986.975,3.01,10.79,0.38
IRL,2021-05-14,14,51148.888,595.24,991.59,4.62,12.95,0.45
IRL,2021-05-21,21,51772.822,623.93,991.59,0.00,15.3,0.52
IRL,2021-05-28,28,52348.992,576.17,991.59,0.00,18.46,0.58
IRL,2021-06-04,35,52934.795,585.80,991.59,0.00,20.86,0.63
IRL,2021-06-11,42,53394.165,459.37,991.59,0.00,23.4,0.69
IRL,2021-06-18,49,53834.27,440.10,999.217,7.63,28.75,0.76
IRL,2021-06-25,56,54280.998,446.73,1001.223,2.01,34.16,0.84
IRL,2021-07-02,63,54846.732,565.73,1003.431,2.21,39.21,0.91
IRL,2021-07-09,70,55536.892,690.16,1004.635,1.20,45.21,0.99
IRL,2021-07-16,77,56584.273,1047.38,1007.043,2.41,50.09,1.07
IRL,2021-07-23,84,58304.354,1720.08,1008.649,1.61,53.29,1.13
IRL,2021-07-30,91,60115.346,1810.99,1010.455,1.81,56.49,1.19
IRL,2021-08-06,98,61971.894,1856.55,1012.261,1.81,59.21,1.24
IRL,2021-08-13,105,64403.207,2431.31,1015.271,3.01,62.56,1.29
IRL,2021-08-20,112,66889.509,2486.30,1018.282,3.01,65.32,1.33
IRL,2021-08-27,119,69451.468,2561.96,1021.894,3.61,67.67,1.37
IRL,2021-09-03,126,71030.066,1578.60,1025.908,4.01,69.38,1.4
IRL,2021-09-10,133,73019.067,1989.00,1034.537,8.63,71.11,1.42
IRL,2021-09-17,140,74793.133,1774.07,1039.354,4.82,72.72,1.44
IRL,2021-09-24,147,76638.643,1845.51,1045.374,6.02,73.76,1.45
IRL,2021-10-01,154,78466.091,1827.45,1053.402,8.03,74.42,1.46
IRL,2021-10-08,161,80240.96,1774.87,1059.623,6.22,74.77,1.48
IRL,2021-10-15,168,82593.203,2352.24,1064.841,5.22,75.06,1.49
IRL,2021-10-22,175,85437.127,2843.92,1077.484,12.64,75.33,1.51
IRL,2021-10-29,182,88435.378,2998.25,1090.93,13.45,75.53,1.52
IRL,2021-11-05,189,92771.805,4336.43,1102.169,11.24,75.66,1.53
IRL,2021-11-12,196,98336.432,5564.63,1117.019,14.85,75.8,1.56
IRL,2021-11-19,203,104120.81,5784.38,1125.649,8.63,75.99,1.6
IRL,2021-11-26,210,110684.051,6563.24,1134.278,8.63,76.25,1.64
IRL,2021-12-03,217,117094.77,6410.72,1145.316,11.04,76.46,1.69
IRL,2021-12-10,224,123412.372,6317.60,1161.572,16.26,76.65,1.74
IRL,2021-12-17,231,129270.602,5858.23,1171.004,9.43,76.83,1.8
IRL,2021-12-24,238,138785.937,9515.34,1182.042,11.04,76.97,1.91
IRL,2021-12-31,245,158252.898,19466.96,1186.457,4.42,77.07,1.95
ITA,2021-04-30,0,66636.103,,2001.194,,10.03,0.34
ITA,2021-05-07,7,67797.225,1161.12,2028.742,27.55,11.9,0.39
ITA,2021-05-14,14,68691.332,894.11,2052.877,24.13,13.95,0.45
ITA,2021-05-21,21,69300.17,608.84,2071.115,18.24,16.43,0.5
ITA,2021-05-28,28,69734.692,434.52,2085.875,14.76,19.34,0.56
ITA,2021-06-04,35,70033.065,298.37,2094.091,8.22,21.42,0.62
ITA,2021-06-11,42,70265.657,232.59,2102.523,8.43,23.24,0.69
ITA,2021-06-18,49,70417.096,151.44,2107.509,4.99,25.66,0.75
ITA,2021-06-25,56,70509.016,91.92,2110.706,3.20,28.98,0.82
ITA,2021-07-02,63,70594.012,85.00,2113.97,3.26,32.58,0.88
ITA,2021-07-09,70,70708.462,114.45,2116.305,2.34,37.15,0.94
ITA,2021-07-16,77,70919.221,210.76,2117.879,1.57,42.59,1.01
ITA,2021-07-23,84,71355.234,436.01,2119.304,1.43,47.69,1.07
ITA,2021-07-30,91,71951.316,596.08,2121.126,1.82,51.98,1.13
ITA,2021-08-06,98,72618.364,667.05,2123.445,2.32,55.19,1.18
ITA,2021-08-13,105,73347.896,729.53,2126.625,3.18,57.24,1.22
ITA,2021-08-20,112,74066.793,718.90,2131.661,5.04,58.35,1.25
ITA,2021-08-27,119,74832.255,765.46,2136.946,5.28,59.94,1.28
ITA,2021-09-03,126,75536.873,704.62,2143.704,6.76,61.84,1.31
ITA,2021-09-10,133,76142.961,606.09,2150.628,6.92,63.72,1.34
ITA,2021-09-17,140,76658.818,515.86,2157.337,6.71,65.41,1.36
ITA,2021-09-24,147,77089.464,430.65,2163.466,6.13,66.98,1.39
ITA,2021-10-01,154,77454.926,365.46,2169.596,6.13,68.17,1.41
ITA,2021-10-08,161,77778.494,323.57,2173.82,4.22,68.97,1.43
ITA,2021-10-15,168,78063.267,284.77,2178.375,4.55,69.86,1.45
ITA,2021-10-22,175,78412.379,349.11,2182.682,4.31,70.69,1.47
ITA,2021-10-29,182,78892.869,480.49,2187.221,4.54,71.32,1.49
ITA,2021-11-05,189,79437.898,545.03,2192.141,4.92,71.87,1.5
ITA,2021-11-12,196,80241.178,803.28,2197.972,5.83,72.34,1.53
ITA,2021-11-19,203,81243.109,1001.93,2204.532,6.56,72.67,1.55
ITA,2021-11-26,210,82528.254,1285.15,2212.069,7.54,72.9,1.58
ITA,2021-12-03,217,84108.957,1580.70,2221.014,8.95,73.12,1.63
ITA,2021-12-10,224,85895.101,1786.14,2230.821,9.81,73.35,1.68
ITA,2021-12-17,231,88405.145,2510.04,2243.278,12.46,73.59,1.74
ITA,2021-12-24,238,92229.207,3824.06,2259.263,15.99,73.84,1.79
ITA,2021-12-31,245,101473.242,9244.04,2276.093,16.83,74.1,1.84
LVA,2021-04-30,0,63504.12,,1141.444,,2.97,0.17
LVA,2021-05-07,7,65639.707,2135.59,1176.796,35.35,4.34,0.21
LVA,2021-05-14,14,68054.361,2414.65,1204.113,27.32,6.35,0.27
LVA,2021-05-21,21,69778.043,1723.68,1236.787,32.67,9.54,0.33
LVA,2021-05-28,28,71031.97,1253.93,1263.569,26.78,13.78,0.39
LVA,2021-06-04,35,72000.938,968.97,1286.601,23.03,18.37,0.46
LVA,2021-06-11,42,72719.228,718.29,1311.776,25.17,22.49,0.51
LVA,2021-06-18,49,73195.946,476.72,1331.059,19.28,25.63,0.55
LVA,2021-06-25,56,73451.981,256.04,1339.63,8.57,27.31,0.57
LVA,2021-07-02,63,73671.592,219.61,1353.021,13.39,30.47,0.61
LVA,2021-07-09,70,73827.463,155.87,1358.377,5.36,32.73,0.64
LVA,2021-07-16,77,73964.586,137.12,1361.591,3.21,34.14,0.67
LVA,2021-07-23,84,74122.599,158.01,1365.876,4.29,35.35,0.69
LVA,2021-07-30,91,74345.96,223.36,1369.09,3.21,36.47,0.71
LVA,2021-08-06,98,74605.744,259.78,1370.697,1.61,37.45,0.72
LVA,2021-08-13,105,74957.658,351.91,1371.768,1.07,38.4,0.74
LVA,2021-08-20,112,75409.2,451.54,1375.517,3.75,39.36,0.76
LVA,2021-08-27,119,75989.296,580.10,1378.195,2.68,40.32,0.78
LVA,2021-09-03,126,77024.683,1035.39,1384.087,5.89,41.26,0.8
LVA,2021-09-10,133,78407.164,1382.48,1393.729,9.64,42.19,0.82
LVA,2021-09-17,140,80138.88,1731.72,1411.405,17.68,43.16,0.84
LVA,2021-09-24,147,82168.411,2029.53,1432.831,21.43,44.46,0.86
LVA,2021-10-01,154,85390.271,3221.86,1457.47,24.64,46.14,0.88
LVA,2021-10-08,161,90119.951,4729.68,1492.822,35.35,47.67,0.91
LVA,2021-10-15,168,96650.444,6530.49,1536.744,43.92,49.82,0.95
LVA,2021-10-22,175,105728.965,9078.52,1602.628,65.88,51.98,1
LVA,2021-10-29,182,114872.834,9143.87,1712.969,110.34,53.96,1.04
LVA,2021-11-05,189,122490.136,7617.30,1844.736,131.77,56.53,1.09
LVA,2021-11-12,196,127563.695,5073.56,1972.753,128.02,59.4,1.13
LVA,2021-11-19,203,131234.42,3670.73,2099.699,126.95,61.02,1.17
LVA,2021-11-26,210,134448.245,3213.82,2203.077,103.38,63.09,1.2
LVA,2021-12-03,217,137190.174,2741.93,2275.388,72.31,64.63,1.24
LVA,2021-12-10,224,139618.219,2428.05,2335.38,59.99,65.76,1.28
LVA,2021-12-17,231,142375.681,2757.46,2372.874,37.49,66.59,1.32
LVA,2021-12-24,238,145214.56,2838.88,2407.155,34.28,67.16,1.34
LVA,2021-12-31,245,148196.99,2982.43,2447.864,40.71,67.61,1.37
LTU,2021-04-30,0,91926.277,,1458.439,,11.19,0.37
LTU,2021-05-07,7,94943.161,3016.88,1494.129,35.69,14.49,0.43
LTU,2021-05-14,14,97951.122,3007.96,1518.294,24.17,16.7,0.49
LTU,2021-05-21,21,100140.082,2188.96,1546.92,28.63,19.36,0.54
LTU,2021-05-28,28,101620.827,1480.75,1574.43,27.51,22.01,0.59
LTU,2021-06-04,35,102575.894,955.07,1597.48,23.05,25.58,0.66
LTU,2021-06-11,42,103120.16,544.27,1609.748,12.27,28.88,0.71
LTU,2021-06-18,49,103445.456,325.30,1620.901,11.15,32.78,0.76
LTU,2021-06-25,56,103577.061,131.60,1627.593,6.69,36.48,0.8
LTU,2021-07-02,63,103658.106,81.04,1630.939,3.35,40.24,0.85
LTU,2021-07-09,70,103757.739,99.63,1634.285,3.35,42.29,0.88
LTU,2021-07-16,77,103935.444,177.71,1637.259,2.97,43.83,0.9
LTU,2021-07-23,84,104295.685,360.24,1639.118,1.86,45.1,0.92
LTU,2021-07-30,91,104992.747,697.06,1640.605,1.49,46.33,0.96
LTU,2021-08-06,98,106031.09,1038.34,1644.694,4.09,48.4,1
LTU,2021-08-13,105,107346.399,1315.31,1650.642,5.95,50.86,1.03
LTU,2021-08-20,112,108760.97,1414.57,1662.167,11.52,53.55,1.07
LTU,2021-08-27,119,110317.184,1556.21,1680.384,18.22,55.66,1.11
LTU,2021-09-03,126,111963.736,1646.55,1707.523,27.14,57.21,1.13
LTU,2021-09-10,133,113967.928,2004.19,1730.572,23.05,58.48,1.15
LTU,2021-09-17,140,116620.109,2652.18,1770.723,40.15,59.52,1.17
LTU,2021-09-24,147,119976.415,3356.31,1816.078,45.36,60.45,1.19
LTU,2021-10-01,154,124054.691,4078.28,1864.036,47.96,61.4,1.2
LTU,2021-10-08,161,129206.628,5151.94,1925.378,61.34,62.26,1.22
LTU,2021-10-15,168,135185.374,5978.75,1998.616,73.24,62.96,1.23
LTU,2021-10-22,175,142183.502,6998.13,2071.11,72.49,63.55,1.25
LTU,2021-10-29,182,149840.773,7657.27,2156.244,85.13,64.13,1.26
LTU,2021-11-05,189,156647.441,6806.67,2248.071,91.83,64.54,1.28
LTU,2021-11-12,196,163344.067,6696.63,2331.346,83.28,65.04,1.3
LTU,2021-11-19,203,168137.994,4793.93,2401.982,70.64,65.58,1.33
LTU,2021-11-26,210,172708.488,4570.49,2470.015,68.03,66.04,1.36
LTU,2021-12-03,217,177092.356,4383.87,2529.87,59.86,66.59,1.4
LTU,2021-12-10,224,181404.474,4312.12,2577.456,47.59,67.08,1.44
LTU,2021-12-17,231,185608.778,4204.30,2628.016,50.56,67.5,1.47
LTU,2021-12-24,238,189413.806,3805.03,2694.934,66.92,67.81,1.5
LTU,2021-12-31,245,193168.646,3754.84,2746.238,51.30,68.11,1.54
LUX,2021-04-30,0,105865.655,,1253.911,,5.97,0.31
LUX,2021-05-07,7,107359.006,1493.35,1261.787,7.88,5.97,0.37
LUX,2021-05-14,14,108570.384,1211.38,1269.663,7.88,5.97,0.44
LUX,2021-05-21,21,109551.774,981.39,1275.964,6.30,5.97,0.5
LUX,2021-05-28,28,110000.725,448.95,1282.265,6.30,5.97,0.54
LUX,2021-06-04,35,110555.218,554.49,1288.566,6.30,5.97,0.6
LUX,2021-06-11,42,110908.077,352.86,1288.566,0.00,5.97,0.68
LUX,2021-06-18,49,111081.356,173.28,1288.566,0.00,5.97,0.75
LUX,2021-06-25,56,111213.678,132.32,1288.566,0.00,5.97,0.82
LUX,2021-07-02,63,111892.617,678.94,1288.566,0.00,5.97,0.9
LUX,2021-07-09,70,113434.801,1542.18,1290.142,1.58,5.97,0.96
LUX,2021-07-16,77,114614.675,1179.87,1291.717,1.58,5.97,1.02
LUX,2021-07-23,84,115643.322,1028.65,1293.292,1.57,5.97,1.07
LUX,2021-07-30,91,116364.793,721.47,1294.867,1.58,5.97,1.11
LUX,2021-08-06,98,116982.297,617.50,1298.018,3.15,5.97,1.15
LUX,2021-08-13,105,117506.86,524.56,1304.319,6.30,5.97,1.17
LUX,2021-08-20,112,118121.213,614.35,1307.47,3.15,5.97,1.19
LUX,2021-08-27,119,118959.254,838.04,1307.47,0.00,5.97,1.2
LUX,2021-09-03,126,119880.784,921.53,1307.47,0.00,5.97,1.21
LUX,2021-09-10,133,120715.674,834.89,1313.771,6.30,5.97,1.22
LUX,2021-09-17,140,121593.097,877.42,1313.771,0.00,5.97,1.23
LUX,2021-09-24,147,122495.723,902.63,1315.346,1.58,5.97,1.23
LUX,2021-10-01,154,123384.172,888.45,1315.346,0.00,5.97,1.25
LUX,2021-10-08,161,124474.255,1090.08,1316.921,1.58,5.97,1.26
LUX,2021-10-15,168,125580.091,1105.84,1321.647,4.73,5.97,1.27
LUX,2021-10-22,175,126971.05,1390.96,1326.373,4.73,5.97,1.28
LUX,2021-10-29,182,128672.336,1701.29,1327.948,1.58,5.97,1.31
LUX,2021-11-05,189,130498.067,1825.73,1337.4,9.45,5.97,1.33
LUX,2021-11-12,196,132712.889,2214.82,1346.851,9.45,5.97,1.35
LUX,2021-11-19,203,135409.742,2696.85,1357.878,11.03,5.97,1.38
LUX,2021-11-26,210,138793.41,3383.67,1364.179,6.30,5.97,1.42
LUX,2021-12-03,217,142993.066,4199.66,1386.233,22.05,67.69,1.47
LUX,2021-12-10,224,147175.393,4182.33,1401.985,15.75,67.69,1.53
LUX,2021-12-17,231,151395.527,4220.13,1414.588,12.60,67.69,1.59
LUX,2021-12-24,238,155924.413,4528.89,1428.765,14.18,67.69,1.65
LUX,2021-12-31,245,163458.903,7534.49,1441.367,12.60,67.69,1.7
MLT,2021-04-30,0,58694.052,,800.233,,20.74,0.65
MLT,2021-05-07,7,58965.317,271.26,807.983,7.75,22.9,0.72
MLT,2021-05-14,14,59046.696,81.38,807.983,0.00,26.54,0.8
MLT,2021-05-21,21,59091.261,44.56,807.983,0.00,32.78,0.89
MLT,2021-05-28,28,59147.452,56.19,811.858,3.88,39.29,0.99
MLT,2021-06-04,35,59211.393,63.94,811.858,0.00,44.68,1.06
MLT,2021-06-11,42,59250.145,38.75,811.858,0.00,49.62,1.13
MLT,2021-06-18,49,59267.584,17.44,813.796,1.94,54.78,1.2
MLT,2021-06-25,56,59296.648,29.06,813.796,0.00,59.6,1.26
MLT,2021-07-02,63,59354.776,58.13,813.796,0.00,64.45,1.32
MLT,2021-07-09,70,59777.175,422.40,813.796,0.00,67.65,1.36
MLT,2021-07-16,77,62137.183,2360.01,813.796,0.00,68.96,1.4
MLT,2021-07-23,84,64658.012,2520.83,813.796,0.00,71.42,1.44
MLT,2021-07-30,91,66268.165,1610.15,819.609,5.81,73.81,1.47
MLT,2021-08-06,98,67266.034,997.87,821.546,1.94,76.46,1.5
MLT,2021-08-13,105,68188.336,922.30,831.234,9.69,78.32,1.52
MLT,2021-08-20,112,69081.573,893.24,842.86,11.63,79.23,1.53
MLT,2021-08-27,119,69734.548,652.97,850.61,7.75,79.79,1.54
MLT,2021-09-03,126,70459.213,724.67,854.486,3.88,80.14,1.55
MLT,2021-09-10,133,71059.872,600.66,864.174,9.69,80.62,1.56
MLT,2021-09-17,140,71550.087,490.21,877.737,13.56,81,1.57
MLT,2021-09-24,147,71809.727,259.64,885.487,7.75,81.36,1.58
MLT,2021-10-01,154,72007.363,197.64,887.425,1.94,81.46,1.59
MLT,2021-10-08,161,72286.379,279.02,889.363,1.94,82.05,1.62
MLT,2021-10-15,168,72538.268,251.89,889.363,0.00,82.32,1.65
MLT,2021-10-22,175,72724.278,186.01,889.363,0.00,82.58,1.68
MLT,2021-10-29,182,72888.975,164.70,893.238,3.88,82.94,1.7
MLT,2021-11-05,189,73266.809,377.83,895.175,1.94,83.22,1.72
MLT,2021-11-12,196,73855.842,589.03,895.175,0.00,83.4,1.75
MLT,2021-11-19,203,74652.199,796.36,897.113,1.94,83.56,1.79
MLT,2021-11-26,210,75696.57,1044.37,906.801,9.69,83.69,1.83
MLT,2021-12-03,217,77128.463,1431.89,906.801,0.00,83.83,1.88
MLT,2021-12-10,224,78196.086,1067.62,910.676,3.88,84.04,1.91
MLT,2021-12-17,231,79984.499,1788.41,912.614,1.94,84.19,1.95
MLT,2021-12-24,238,86729.316,6744.82,916.489,3.88,84.32,2
MLT,2021-12-31,245,101672.157,14942.84,922.302,5.81,84.46,2.08
NLD,2021-04-30,0,87263.367,,1000.111,,6.59,0.29
NLD,2021-05-07,7,90159.642,2896.28,1008.38,8.27,7.36,0.33
NLD,2021-05-14,14,92677.476,2517.83,1016.124,7.74,9.23,0.38
NLD,2021-05-21,21,94450.307,1772.83,1021.656,5.53,11.25,0.44
NLD,2021-05-28,28,95715.367,1265.06,1026.897,5.24,14.39,0.5
NLD,2021-06-04,35,96770.739,1055.37,1030.333,3.44,17.99,0.56
NLD,2021-06-11,42,97420.768,650.03,1032.953,2.62,22.37,0.63
NLD,2021-06-18,49,97836.767,416.00,1033.885,0.93,26.39,0.73
NLD,2021-06-25,56,98108.238,271.47,1034.933,1.05,30.42,0.81
NLD,2021-07-02,63,98373.886,265.65,1035.806,0.87,34.48,0.89
NLD,2021-07-09,70,99659.968,1286.08,1036.389,0.58,38.34,0.98
NLD,2021-07-16,77,103653.89,3993.92,1037.029,0.64,41.16,1.05
NLD,2021-07-23,84,106932.74,3278.85,1038.019,0.99,46.34,1.11
NLD,2021-07-30,91,108620.846,1688.11,1039.708,1.69,50.21,1.16
NLD,2021-08-06,98,109709.118,1088.27,1041.862,2.15,54.07,1.21
NLD,2021-08-13,105,110665.673,956.55,1044.599,2.74,58.39,1.26
NLD,2021-08-20,112,111645.694,980.02,1047.045,2.45,62.19,1.3
NLD,2021-08-27,119,112700.309,1054.61,1050.015,2.97,63.52,1.32
NLD,2021-09-03,126,113723.945,1023.64,1052.926,2.91,64.72,1.33
NLD,2021-09-10,133,114748.164,1024.22,1055.081,2.15,65.66,1.35
NLD,2021-09-17,140,115606.541,858.38,1057.818,2.74,66.16,1.35
NLD,2021-09-24,147,116316.023,709.48,1060.321,2.50,66.66,1.36
NLD,2021-10-01,154,116988.47,672.45,1062.243,1.92,67.15,1.37
NLD,2021-10-08,161,117819.596,831.13,1063.874,1.63,67.57,1.38
NLD,2021-10-15,168,119068.585,1248.99,1066.086,2.21,67.94,1.38
NLD,2021-10-22,175,120832.565,1763.98,1069.405,3.32,68.3,1.39
NLD,2021-10-29,182,123473.965,2641.40,1074.879,5.47,68.61,1.4
NLD,2021-11-05,189,127071.802,3597.84,1082.624,7.75,68.92,1.4
NLD,2021-11-12,196,132402.525,5330.72,1092.989,10.37,69.21,1.41
