ccode,date,dayNum,caseRate,caseWeek,deathRate,deathWeek,fullVacPct,dosesPerPerson
HRV,2021-08-20,112,90376.776,619.85,2032.263,3.67,38.62,0.79
HRV,2021-08-27,119,91193.111,816.34,2037.898,5.63,39.31,0.8
HRV,2021-09-03,126,92221.615,1028.50,2046.963,9.07,39.89,0.81
HRV,2021-09-10,133,93576.212,1354.60,2061.173,14.21,40.02,0.82
HRV,2021-09-17,140,95464.661,1888.45,2077.833,16.66,40.02,0.82
HRV,2021-09-24,147,97450.864,1986.20,2098.657,20.82,40.02,0.83
HRV,2021-10-01,154,99544.621,2093.76,2119.237,20.58,40.02,0.84
HRV,2021-10-08,161,101761.613,2216.99,2144.227,24.99,40.02,0.85
HRV,2021-10-15,168,104042.549,2280.94,2171.177,26.95,42.94,0.86
HRV,2021-10-22,175,107663.873,3621.32,2201.312,30.13,43.42,0.87
HRV,2021-10-29,182,113307.414,5643.54,2246.147,44.84,43.98,0.88
HRV,2021-11-05,189,120067.414,6760.00,2302.986,56.84,44.5,0.9
HRV,2021-11-12,196,129429.298,9361.88,2394.616,91.63,45.36,0.94
HRV,2021-11-19,203,137322.661,7893.36,2493.595,98.98,46.3,0.97
HRV,2021-11-26,210,145645.506,8322.85,2607.764,114.17,47.15,1
HRV,2021-12-03,217,152824.208,7178.70,2718.504,110.74,47.33,1.03
HRV,2021-12-10,224,158759.788,5935.58,2821.403,102.90,47.33,1.07
HRV,2021-12-17,231,164134.321,5374.53,2910.338,88.94,47.33,1.11
HRV,2021-12-24,238,169007.587,4873.27,2996.822,86.48,47.33,1.14
HRV,2021-12-31,245,175233.98,6226.39,3071.792,74.97,47.86,1.16
CYP,2021-04-30,0,73885.748,,344.864,,6.72,0.26
CYP,2021-05-07,7,77586.621,3700.87,367.185,22.32,8.89,0.37
CYP,2021-05-14,14,79962.723,2376.10,382.81,15.63,11.63,0.47
CYP,2021-05-21,21,81122.315,1159.59,391.739,8.93,16.48,0.56
CYP,2021-05-28,28,81818.74,696.43,399.551,7.81,21.32,0.64
CYP,2021-06-04,35,82306.46,487.72,405.132,5.58,26.51,0.71
CYP,2021-06-11,42,82785.252,478.79,415.176,10.04,29.89,0.77
CYP,2021-06-18,49,83219.402,434.15,418.524,3.35,33.06,0.83
CYP,2021-06-25,56,84034.129,814.73,418.524,0.00,36.17,0.87
CYP,2021-07-02,63,86874.515,2840.39,418.524,0.00,40.65,0.93
CYP,2021-07-09,70,92731.625,5857.11,425.221,6.70,45.19,0.99
CYP,2021-07-16,77,100405.69,7674.07,428.569,3.35,46.99,1.02
CYP,2021-07-23,84,108050.736,7645.05,445.31,16.74,48.69,1.06
CYP,2021-07-30,91,114163.425,6112.69,465.399,20.09,50.17,1.09
CYP,2021-08-06,98,118516.08,4352.65,485.488,20.09,52.43,1.13
CYP,2021-08-13,105,122330.791,3814.71,512.274,26.79,54.77,1.17
CYP,2021-08-20,112,125267.158,2936.37,532.363,20.09,56.26,1.19
CYP,2021-08-27,119,127514.913,2247.76,558.033,25.67,57.48,1.21
CYP,2021-09-03,126,129561.777,2046.86,577.006,18.97,58.82,1.23
CYP,2021-09-10,133,131196.813,1635.04,597.095,20.09,59.49,1.25
CYP,2021-09-17,140,132331.851,1135.04,608.256,11.16,60.33,1.26
CYP,2021-09-24,147,133348.586,1016.74,613.836,5.58,61.13,1.28
CYP,2021-10-01,154,134231.394,882.81,616.068,2.23,61.91,1.3
CYP,2021-10-08,161,135034.961,803.57,622.764,6.70,62.51,1.31
CYP,2021-10-15,168,136154.374,1119.41,624.997,2.23,62.97,1.33
CYP,2021-10-22,175,137271.555,1117.18,633.925,8.93,63.26,1.34
CYP,2021-10-29,182,138411.058,1139.50,638.389,4.46,63.51,1.35
CYP,2021-11-05,189,139969.085,1558.03,642.854,4.47,63.83,1.37
CYP,2021-11-12,196,141780.459,1811.37,655.13,12.28,64.1,1.38
CYP,2021-11-19,203,144148.749,2368.29,657.362,2.23,64.34,1.4
CYP,2021-11-26,210,147265.919,3117.17,659.595,2.23,64.91,1.45
CYP,2021-12-03,217,151893.126,4627.21,668.523,8.93,65.3,1.49
CYP,2021-12-10,224,156282.61,4389.48,677.452,8.93,65.88,1.55
CYP,2021-12-17,231,160942.182,4659.57,688.612,11.16,66.63,1.61
CYP,2021-12-24,238,166941.033,5998.85,699.773,11.16,67.84,1.72
CYP,2021-12-31,245,186189.809,19248.78,712.05,12.28,67.84,1.72
CZE,2021-04-30,0,152058.366,,2728.972,,9.51,0.3
CZE,2021-05-07,7,153171.512,1113.15,2760.768,31.80,9.97,0.34
CZE,2021-05-14,14,153962.408,790.90,2783.985,23.22,10.39,0.39
CZE,2021-05-21,21,154493.525,531.12,2796.387,12.40,11.26,0.43
CZE,2021-05-28,28,154829.856,336.33,2805.525,9.14,13.32,0.49
CZE,2021-06-04,35,155068.468,238.61,2810.56,5.03,16.12,0.54
CZE,2021-06-11,42,155236.214,167.75,2817.74,7.18,19.38,0.61
CZE,2021-06-18,49,155327.499,91.29,2822.961,5.22,23.37,0.67
CZE,2021-06-25,56,155408.435,80.94,2824.547,1.59,27.8,0.73
CZE,2021-07-02,63,155494.406,85.97,2826.039,1.49,32.47,0.8
CZE,2021-07-09,70,155614.038,119.63,2828.183,2.14,35.5,0.84
CZE,2021-07-16,77,155771.807,157.77,2828.556,0.37,39.24,0.89
CZE,2021-07-23,84,155916.988,145.18,2829.675,1.12,42.67,0.93
CZE,2021-07-30,91,156037.179,120.19,2831.167,1.49,45.24,0.97
CZE,2021-08-06,98,156144.223,107.04,2831.54,0.37,47.4,1
CZE,2021-08-13,105,156264.601,120.38,2832.006,0.47,49.63,1.02
CZE,2021-08-20,112,156389.175,124.57,2833.125,1.12,51.49,1.05
CZE,2021-08-27,119,156514.122,124.95,2834.524,1.40,53.14,1.07
CZE,2021-09-03,126,156654.175,140.05,2835.083,0.56,54.05,1.08
CZE,2021-09-10,133,156880.664,226.49,2835.829,0.75,54.63,1.09
CZE,2021-09-17,140,157156.667,276.00,2837.135,1.31,55.1,1.09
CZE,2021-09-24,147,157438.45,281.78,2839.372,2.24,55.49,1.1
CZE,2021-10-01,154,157807.23,368.78,2841.61,2.24,55.8,1.11
CZE,2021-10-08,161,158333.965,526.73,2843.568,1.96,56.08,1.11
CZE,2021-10-15,168,159071.525,737.56,2846.552,2.98,56.33,1.12
CZE,2021-10-22,175,160607.72,1536.20,2852.613,6.06,56.56,1.13
CZE,2021-10-29,182,163371.471,2763.75,2863.056,10.44,56.87,1.14
CZE,2021-11-05,189,167946.767,4575.30,2884.782,21.73,57.32,1.17
CZE,2021-11-12,196,174083.619,6136.85,2923.665,38.88,57.78,1.19
CZE,2021-11-19,203,182554.555,8470.94,2972.525,48.86,58.35,1.22
CZE,2021-11-26,210,194866.583,12312.03,3043.763,71.24,59.16,1.25
CZE,2021-12-03,217,206253.072,11386.49,3119.011,75.25,59.85,1.29
CZE,2021-12-10,224,215648.708,9395.64,3192.86,73.85,60.47,1.34
CZE,2021-12-17,231,222690.214,7041.51,3267.829,74.97,61.23,1.39
CZE,2021-12-24,238,224437.233,1747.02,3290.394,22.56,61.72,1.42
CZE,2021-12-31,245,230846.824,6409.59,3368.812,78.42,62.03,1.44
DNK,2021-04-30,0,43100.118,,427.124,,10.8,0.33
DNK,2021-05-07,7,44295.824,1195.71,429.188,2.06,13.71,0.39
DNK,2021-05-14,14,45493.078,1197.25,429.876,0.69,16.93,0.45
DNK,2021-05-21,21,46773.417,1280.34,431.08,1.20,19.65,0.51
DNK,2021-05-28,28,47889.478,1116.06,432.112,1.03,20.94,0.57
DNK,2021-06-04,35,49033.062,1143.58,432.973,0.86,22.78,0.62
DNK,2021-06-11,42,49734.557,701.50,434.005,1.03,25,0.71
DNK,2021-06-18,49,50095.453,360.90,434.865,0.86,27.43,0.76
DNK,2021-06-25,56,50328.368,232.92,435.381,0.52,30.65,0.86
DNK,2021-07-02,63,50655.892,327.52,436.241,0.86,34.89,0.93
DNK,2021-07-09,70,51277.914,622.02,436.585,0.34,39.32,1.01
DNK,2021-07-16,77,52367.656,1089.74,437.101,0.52,44.3,1.09
DNK,2021-07-23,84,53347.822,980.17,437.273,0.17,49.84,1.19
DNK,2021-07-30,91,54369.788,1021.97,438.305,1.03,54.3,1.26
DNK,2021-08-06,98,55393.475,1023.69,438.993,0.69,58.56,1.32
DNK,2021-08-13,105,56596.062,1202.59,440.025,1.03,64.19,1.38
DNK,2021-08-20,112,57750.655,1154.59,440.885,0.86,68.44,1.43
DNK,2021-08-27,119,58912.129,1161.47,443.122,2.24,71.07,1.46
DNK,2021-09-03,126,59847.054,934.92,445.014,1.89,72.67,1.48
DNK,2021-09-10,133,60473.892,626.84,448.626,3.61,73.55,1.49
DNK,2021-09-17,140,60906.521,432.63,451.035,2.41,74.21,1.51
DNK,2021-09-24,147,61294.94,388.42,454.131,3.10,74.7,1.52
DNK,2021-10-01,154,61795.689,500.75,457.399,3.27,75.05,1.52
DNK,2021-10-08,161,62397.928,602.24,459.119,1.72,75.27,1.53
DNK,2021-10-15,168,63183.884,785.96,460.84,1.72,75.47,1.54
DNK,2021-10-22,175,64301.321,1117.44,463.764,2.92,75.62,1.55
DNK,2021-10-29,182,66155.173,1853.85,466,2.24,75.78,1.57
DNK,2021-11-05,189,68471.929,2316.76,468.753,2.75,75.92,1.59
DNK,2021-11-12,196,71758.013,3286.08,473.569,4.82,76.08,1.61
DNK,2021-11-19,203,76184.069,4426.06,481.138,7.57,76.27,1.63
DNK,2021-11-26,210,81002.673,4818.60,490.255,9.12,76.47,1.67
DNK,2021-12-03,217,86312.392,5309.72,503.5,13.25,76.79,1.71
DNK,2021-12-10,224,93371.031,7058.64,515.37,11.87,77.22,1.76
DNK,2021-12-17,231,103292.07,9921.04,525.347,9.98,77.61,1.88
DNK,2021-12-24,238,117839.397,14547.33,548.225,22.88,78.01,2.02
DNK,2021-12-31,245,138027.751,20188.35,561.987,13.76,78.7,2.09
EST,2021-04-30,0,92076.747,,876.102,,9.86,0.35
EST,2021-05-07,7,93970.818,1894.07,900.25,24.15,12.47,0.39
EST,2021-05-14,14,95565.308,1594.49,918.36,18.11,14.4,0.43
EST,2021-05-21,21,96823.243,1257.93,934.962,16.60,16.7,0.48
EST,2021-05-28,28,97568.798,745.55,940.999,6.04,19.34,0.52
EST,2021-06-04,35,98103.062,534.26,950.808,9.81,21.77,0.57
EST,2021-06-11,42,98414.715,311.65,955.336,4.53,25.31,0.62
EST,2021-06-18,49,98666.001,251.29,956.091,0.75,29.43,0.67
EST,2021-06-25,56,98784.474,118.47,957.6,1.51,31.3,0.7
EST,2021-07-02,63,98946.715,162.24,957.6,0.00,34.21,0.73
EST,2021-07-09,70,99152.724,206.01,958.355,0.75,36.75,0.77
EST,2021-07-16,77,99414.574,261.85,959.109,0.75,38.95,0.8
EST,2021-07-23,84,99806.216,391.64,959.109,0.00,40.99,0.83
EST,2021-07-30,91,100595.538,789.32,959.864,0.75,42.45,0.85
EST,2021-08-06,98,101661.047,1065.51,963.637,3.77,43.76,0.88
EST,2021-08-13,105,103004.253,1343.21,965.146,1.51,45.05,0.91
EST,2021-08-20,112,104504.417,1500.16,966.655,1.51,46.26,0.93
EST,2021-08-27,119,106167.578,1663.16,971.183,4.53,47.29,0.95
EST,2021-09-03,126,108045.802,1878.22,977.974,6.79,48.53,0.97
EST,2021-09-10,133,110086.267,2040.47,987.784,9.81,49.88,0.98
EST,2021-09-17,140,112378.772,2292.50,997.594,9.81,51.36,1
EST,2021-09-24,147,115024.434,2645.66,1013.441,15.85,52.92,1.02
EST,2021-10-01,154,118463.192,3438.76,1024.006,10.57,54.09,1.03
EST,2021-10-08,161,122801.444,4338.25,1049.662,25.66,54.89,1.04
EST,2021-10-15,168,128403.668,5602.22,1067.773,18.11,55.65,1.05
EST,2021-10-22,175,134780.876,6377.21,1093.43,25.66,56.42,1.06
EST,2021-10-29,182,143527.56,8746.68,1133.424,39.99,57.24,1.08
EST,2021-11-05,189,152905.852,9378.29,1193.038,59.61,57.89,1.09
EST,2021-11-12,196,158877.08,5971.23,1254.162,61.12,58.35,1.1
EST,2021-11-19,203,163056.864,4179.78,1300.193,46.03,58.77,1.11
EST,2021-11-26,210,166402.05,3345.19,1343.96,43.77,59.25,1.11
EST,2021-12-03,217,169179.769,2777.72,1365.844,21.88,59.77,1.12
EST,2021-12-10,224,171633.006,2453.24,1392.255,26.41,60.4,1.13
EST,2021-12-17,231,174403.179,2770.17,1414.139,21.88,61,1.14
EST,2021-12-24,238,177837.409,3434.23,1439.041,24.90,61.37,1.14
EST,2021-12-31,245,182168.87,4331.46,1457.906,18.87,61.64,1.15
FIN,2021-04-30,0,15645.701,,164.733,,2.89,0.31
FIN,2021-05-07,7,15920.377,274.68,166.175,1.44,3.21,0.35
FIN,2021-05-14,14,16164.413,244.04,167.797,1.62,3.91,0.39
FIN,2021-05-21,21,16429.537,265.12,167.978,0.18,5.21,0.43
FIN,2021-05-28,28,16625.45,195.91,170.861,2.88,6.93,0.48
FIN,2021-06-04,35,16768.556,143.11,172.844,1.98,8.92,0.53
FIN,2021-06-11,42,16880.661,112.10,173.745,0.90,11.12,0.59
FIN,2021-06-18,49,16969.696,89.03,174.286,0.54,13.37,0.65
FIN,2021-06-25,56,17071.528,101.83,174.646,0.36,15.52,0.71
FIN,2021-07-02,63,17334.849,263.32,175.367,0.72,17.81,0.76
FIN,2021-07-09,70,17599.972,265.12,175.908,0.54,20.95,0.82
FIN,2021-07-16,77,17949.805,349.83,176.268,0.36,24.66,0.88
FIN,2021-07-23,84,18391.377,441.57,176.449,0.18,28.01,0.92
FIN,2021-07-30,91,19106.183,714.81,177.35,0.90,31.72,0.97
FIN,2021-08-06,98,19955.443,849.26,177.71,0.36,35.49,1.02
FIN,2021-08-13,105,20948.709,993.27,179.873,2.16,39.08,1.07
FIN,2021-08-20,112,21784.812,836.10,182.396,2.52,42.97,1.13
FIN,2021-08-27,119,22503.042,718.23,183.658,1.26,46.7,1.18
FIN,2021-09-03,126,23269.034,765.99,185.821,2.16,50.12,1.23
FIN,2021-09-10,133,23910.124,641.09,187.983,2.16,53.71,1.27
FIN,2021-09-17,140,24478.4,568.28,189.606,1.62,56.9,1.31
FIN,2021-09-24,147,24976.385,497.98,191.949,2.34,59.12,1.33
FIN,2021-10-01,154,25613.69,637.31,194.292,2.34,61.37,1.36
FIN,2021-10-08,161,26256.222,642.53,197.536,3.24,63.55,1.39
FIN,2021-10-15,168,27016.447,760.22,201.14,3.60,65.41,1.41
FIN,2021-10-22,175,27603.828,587.38,205.286,4.15,67.16,1.44
FIN,2021-10-29,182,28392.349,788.52,208.71,3.42,68.58,1.46
FIN,2021-11-05,189,29283.603,891.25,214.117,5.41,70.05,1.48
FIN,2021-11-12,196,30120.427,836.82,219.164,5.05,71.03,1.5
FIN,2021-11-19,203,31508.945,1388.52,225.112,5.95,71.73,1.51
FIN,2021-11-26,210,32853.666,1344.72,235.926,10.81,72.22,1.53
FIN,2021-12-03,217,34465.313,1611.65,245.117,9.19,72.7,1.55
FIN,2021-12-10,224,36236.106,1770.79,256.112,11.00,73.2,1.58
FIN,2021-12-17,231,38447.03,2210.92,262.059,5.95,73.63,1.61
FIN,2021-12-24,238,41524.335,3077.31,271.612,9.55,74.32,1.7
FIN,2021-12-31,245,46913.314,5388.98,281.885,10.27,74.5,1.73
FRA,2021-04-30,0,83926.152,,1550.354,,9.64,0.33
FRA,2021-05-07,7,85862.582,1936.43,1573.908,23.55,11.5,0.38
FRA,2021-05-14,14,87360.224,1497.64,1593.515,19.61,13.13,0.43
FRA,2021-05-21,21,83404.171,-3956.05,1608.555,15.04,14.53,0.49
FRA,2021-05-28,28,84377.266,973.10,1621.222,12.67,16.08,0.54
FRA,2021-06-04,35,85181.944,804.68,1630.506,9.28,18.35,0.6
FRA,2021-06-11,42,85670.197,488.25,1636.958,6.45,21.01,0.66
FRA,2021-06-18,49,85954.258,284.06,1642.313,5.36,24.35,0.72
FRA,2021-06-25,56,86155.038,200.78,1645.843,3.53,28.3,0.78
FRA,2021-07-02,63,86368.455,213.42,1648.764,2.92,32.73,0.84
FRA,2021-07-09,70,86710.999,342.54,1651.271,2.51,36.91,0.9
FRA,2021-07-16,77,87313.473,602.47,1653.496,2.23,40.88,0.96
FRA,2021-07-23,84,88928.347,1614.87,1655.632,2.14,44.78,1.03
FRA,2021-07-30,91,91161.164,2232.82,1659.132,3.50,47.65,1.1
FRA,2021-08-06,98,93472.027,2310.86,1664.145,5.01,49.85,1.15
FRA,2021-08-13,105,95945.493,2473.47,1670.567,6.42,52.27,1.2
FRA,2021-08-20,112,98237.593,2292.10,1680.223,9.66,55.16,1.25
FRA,2021-08-27,119,99926.611,1689.02,1692.445,12.22,58.36,1.29
FRA,2021-09-03,126,101698.704,1772.09,1702.441,10.00,61.07,1.33
FRA,2021-09-10,133,102815.372,1116.67,1712.942,10.50,62.86,1.36
FRA,2021-09-17,140,103622.749,807.38,1720.566,7.62,64.19,1.38
FRA,2021-09-24,147,104251.387,628.64,1727.433,6.87,65.26,1.4
FRA,2021-10-01,154,104756.192,504.80,1732.016,4.58,66.08,1.42
FRA,2021-10-08,161,105193.112,436.92,1736.392,4.38,66.74,1.43
FRA,2021-10-15,168,105677.479,484.37,1739.521,3.13,67.27,1.45
FRA,2021-10-22,175,106184.851,507.37,1742.443,2.92,67.7,1.46
FRA,2021-10-29,182,106758.076,573.23,1745.469,3.03,68.07,1.48
FRA,2021-11-05,189,107442.808,684.73,1748.984,3.51,68.39,1.49
FRA,2021-11-12,196,108350.613,907.80,1752.455,3.47,68.75,1.5
FRA,2021-11-19,203,110012.666,1662.05,1757.097,4.64,69.17,1.53
FRA,2021-11-26,210,112662.588,2649.92,1763.504,6.41,69.63,1.56
FRA,2021-12-03,217,116700.291,4037.70,1772.7,9.20,70.28,1.6
FRA,2021-12-10,224,121706.787,5006.50,1785.441,12.74,71.11,1.67
